,id,title,var_entries,langs,appellation,acronym,qualifier,alternative-name,teknonym,salutation,matronymic,professional-name,honorific,given-name,middle-name,patronymic,surname,primary-name,nisba,name_parts
0,0,aabbdvl,"[{'var': 'aabbdvl', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,אַבּדול,,"{""name_part_0"": ""aabbdvl""}"
1,1,b`ny (brvkh-mshh) ab`lmaan,"[{'var': 'b`ny (brvkh-mshh) ab`lmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּעני,,,,,,ברוך-משה,,,אבּעלמאַן,,,"{""name_part_0"": ""b`ny"", ""name_part_1"": ""(brvkh-mshh)"", ""name_part_2"": ""ab`lmaan""}"
2,2,tsyp` (tspvrh) aab`lmaan,"[{'var': 'tsyp` (tspvrh) aab`lmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ציפּורה,,,,,,,,,אַבּעלמאַן,ציפע,,"{""name_part_0"": ""tsyp`"", ""name_part_1"": ""(tspvrh)"", ""name_part_2"": ""aab`lmaan""}"
3,3,bn-tsyvn ab`lsaan,"[{'var': 'bn-tsyvn ab`lsaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ציון,,בן,אבּעלסאָן,,,"{""name_part_0"": ""bn-tsyvn"", ""name_part_1"": ""ab`lsaan""}"
4,4,aadaalp aab`rb`rg,"[{'var': 'aadaalp aab`rb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אַדאָלף,,,אַבּערבּערג,,,"{""name_part_0"": ""aadaalp"", ""name_part_1"": ""aab`rb`rg""}"
5,5,aal`ksaad`r aab`rl`nd`r,"[{'var': 'aal`ksaad`r aab`rl`nd`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אַלעקסאַדער,,,אַבּערלענדער,,,"{""name_part_0"": ""aal`ksaad`r"", ""name_part_1"": ""aab`rl`nd`r""}"
6,6,yaaz`p ab`rl`nd`r,"[{'var': 'yaaz`p ab`rl`nd`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ייזעף,,,אבּערלענדער,,,"{""name_part_0"": ""yaaz`p"", ""name_part_1"": ""ab`rl`nd`r""}"
7,7,saapy` aab`rl`nd`r,"[{'var': 'saapy` aab`rl`nd`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,סאָפיה,,,אָבּערלענדער,,,"{""name_part_0"": ""saapy`"", ""name_part_1"": ""aab`rl`nd`r""}"
8,8,ytshk (haab`r) aab`rmaan,"[{'var': 'ytshk (haab`r) aab`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האַבּער,,,,,,יצחק,,,אַבּערמאן,,,"{""name_part_0"": ""ytshk"", ""name_part_1"": ""(haab`r)"", ""name_part_2"": ""aab`rmaan""}"
9,9,yda (p`lt`nshtyyn) aabraagaam,"[{'var': 'yda (p`lt`nshtyyn) aabraagaam', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פעלטענשטיין,,,,,,ידא,,,אַבּראַגאַם,,,"{""name_part_0"": ""yda"", ""name_part_1"": ""(p`lt`nshtyyn)"", ""name_part_2"": ""aabraagaam""}"
10,10,aabraamaavv,"[{'var': 'aabraamaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,אַבּראַמאָוו,,,"{""name_part_0"": ""aabraamaavv""}"
11,11,a. (abrhm kaagaan) aabraamaavv,"[{'var': 'a. (abrhm kaagaan) aabraamaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,א.,,קאַגאַן,,,,,,אברהם,,,אַבּرאַמאָוו,,,"{""name_part_0"": ""a."", ""name_part_1"": ""(abrhm"", ""name_part_2"": ""kaagaan)"", ""name_part_3"": ""aabraamaavv""}"
12,12,aadaalp (abrhm p`rkaap) aabraamaavv,"[{'var': 'aadaalp (abrhm p`rkaap) aabraamaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אברהם פּערקאָף,,,,,,אַדאָלף,,,אַבּראַמאָוו,,,"{""name_part_0"": ""aadaalp"", ""name_part_1"": ""(abrhm"", ""name_part_2"": ""p`rkaap)"", ""name_part_3"": ""aabraamaavv""}"
13,13,baarys (pyynlaand) aabraamaavv,"[{'var': 'baarys (pyynlaand) aabraamaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פיינלאַנד,,,,,,בּאָריס,,,אַבּראַמאָוו,,,"{""name_part_0"": ""baarys"", ""name_part_1"": ""(pyynlaand)"", ""name_part_2"": ""aabraamaavv""}"
14,14,m`ry (mrym ayynhaarn) aabraamaavv,"[{'var': 'm`ry (mrym ayynhaarn) aabraamaavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מערי,,,איינהאָרן,,,מרים,,,אַבּראַמאָוו,,,"{""name_part_0"": ""m`ry"", ""name_part_1"": ""(mrym"", ""name_part_2"": ""ayynhaarn)"", ""name_part_3"": ""aabraamaavv""}"
15,15,ayzaak aabraamaavvytsh,"[{'var': 'ayzaak aabraamaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,איזאָק,,,אַבּראַמאָוויטש,,,"{""name_part_0"": ""ayzaak"", ""name_part_1"": ""aabraamaavvytsh""}"
16,16,byn` (pvks) aabraamaavvytsh,"[{'var': 'byn` (pvks) aabraamaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פוקס,,,,,,בּינע,,,אַבּראַמאָוויטש,,,"{""name_part_0"": ""byn`"", ""name_part_1"": ""(pvks)"", ""name_part_2"": ""aabraamaavvytsh""}"
17,17,hyym aabraamaavvytsh,"[{'var': 'hyym aabraamaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,חיים,,,אבראמוביטש,,,"{""name_part_0"": ""hyym"", ""name_part_1"": ""aabraamaavvytsh""}"
18,18,maaks (m`ndl) aabraamaavvytsh,"[{'var': 'maaks (m`ndl) aabraamaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,מענדל,,,,,,מאַקס,,,,אַבּראַמאָוויטש,,"{""name_part_0"": ""maaks"", ""name_part_1"": ""(m`ndl)"", ""name_part_2"": ""aabraamaavvytsh""}"
19,19,h. `. aabraamaavvyts,"[{'var': 'h. `. aabraamaavvyts', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,ח. ע.,,,,אַבּראַמאָוויץ,,,"{""name_part_0"": ""h."", ""name_part_1"": ""`."", ""name_part_2"": ""aabraamaavvyts""}"
20,20,aadaalp (abraamaavvytsh) aabrams,"[{'var': 'aadaalp (abraamaavvytsh) aabrams', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אבּראַמאָוויטש,,,,,,אַדאָלף,,,אַבּראמס,,,"{""name_part_0"": ""aadaalp"", ""name_part_1"": ""(abraamaavvytsh)"", ""name_part_2"": ""aabrams""}"
21,21,ayyvvaan aabraamsaan,"[{'var': 'ayyvvaan aabraamsaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אייוואַן,,,אַבּראַמסאון,,,"{""name_part_0"": ""ayyvvaan"", ""name_part_1"": ""aabraamsaan""}"
22,22,g. aabraamsky,"[{'var': 'g. aabraamsky', 'src': 'ds', 'lang': 'en'}]",['en'],,ג.,,,,,,,,,,,אַבּראַמסקי,,,"{""name_part_0"": ""g."", ""name_part_1"": ""aabraamsky""}"
23,23,s`m (shmval) aagvrsky,"[{'var': 's`m (shmval) aagvrsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,סעם,,,,,,שמואל,,,,אגורסקי,,"{""name_part_0"": ""s`m"", ""name_part_1"": ""(shmval)"", ""name_part_2"": ""aagvrsky""}"
24,24,s`m (shlmh) aag`d,"[{'var': 's`m (shlmh) aag`d', 'src': 'ds', 'lang': 'en'}]",['en'],,,,סעם,,,,,,שלמה,,,אַגעד,,,"{""name_part_0"": ""s`m"", ""name_part_1"": ""(shlmh)"", ""name_part_2"": ""aag`d""}"
25,25,aadaalpy,"[{'var': 'aadaalpy', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אַדאָלפי,,,,,,"{""name_part_0"": ""aadaalpy""}"
26,26,astr (shaatsky) aadl`r,"[{'var': 'astr (shaatsky) aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,שאַצקי,,,,,,אסתר,,,אַדלער,,,"{""name_part_0"": ""astr"", ""name_part_1"": ""(shaatsky)"", ""name_part_2"": ""aadl`r""}"
27,27,b`ny aadl`r,"[{'var': 'b`ny aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,בּעני,,,אַדלר,בּעני אַדלר,,"{""name_part_0"": ""b`ny"", ""name_part_1"": ""aadl`r""}"
28,28,dzshvlya aadl`r,"[{'var': 'dzshvlya aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,דזשוליא,,,אַדלער,,,"{""name_part_0"": ""dzshvlya"", ""name_part_1"": ""aadl`r""}"
29,29,dzshvlyvs aadl`r,"[{'var': 'dzshvlyvs aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,דזשוליוס,,,אַדלער,דזשוליוס אַדלער,,"{""name_part_0"": ""dzshvlyvs"", ""name_part_1"": ""aadl`r""}"
30,30,hyymaan (baartp`ld) aadl`r,"[{'var': 'hyymaan (baartp`ld) aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בּאַרטפעלד,,,,,,,,,אַדלער,היימאַן,,"{""name_part_0"": ""hyymaan"", ""name_part_1"": ""(baartp`ld)"", ""name_part_2"": ""aadl`r""}"
31,31,yvzsh` aadl`r,"[{'var': 'yvzsh` aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יוזשע,,,אדלער,,,"{""name_part_0"": ""yvzsh`"", ""name_part_1"": ""aadl`r""}"
32,32,yvlyvs aadl`r,"[{'var': 'yvlyvs aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יוליוס,,,אַדלר,יוליוס אַדלר,,"{""name_part_0"": ""yvlyvs"", ""name_part_1"": ""aadl`r""}"
33,33,y`kb p. (y`kb bn pnhs) aadl`r,"[{'var': 'y`kb p. (y`kb bn pnhs) aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,יעקב,,,,,,יעקב,,בן פנחס,אַדלר,,,"{""name_part_0"": ""y`kb"", ""name_part_1"": ""p."", ""name_part_2"": ""(y`kb"", ""name_part_3"": ""bn"", ""name_part_4"": ""pnhs)"", ""name_part_5"": ""aadl`r""}"
34,34,yrmyhv (gaald`nb`rg-tvv`rsky) aadl`r,"[{'var': 'yrmyhv (gaald`nb`rg-tvv`rsky) aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,גאָלדענבּערג-טווערסקי,,,,,,,,,אַדלער,ירמיהו,,"{""name_part_0"": ""yrmyhv"", ""name_part_1"": ""(gaald`nb`rg-tvv`rsky)"", ""name_part_2"": ""aadl`r""}"
35,35,yshral aadl`r,"[{'var': 'yshral aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ישראל,,,אַדלר,,,"{""name_part_0"": ""yshral"", ""name_part_1"": ""aadl`r""}"
36,36,st`laa aadl`r,"[{'var': 'st`laa aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,סטעלאַ,,,אדלער,,,"{""name_part_0"": ""st`laa"", ""name_part_1"": ""aadl`r""}"
37,37,s`m aadl`r,"[{'var': 's`m aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,סעם,,,אדלר,,,"{""name_part_0"": ""s`m"", ""name_part_1"": ""aadl`r""}"
38,38,hyyn`-hyymaavvyash),"[{'var': 'hyyn`-hyymaavvyash)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,היינע-היימאָוויאש,,"{""name_part_0"": ""hyyn`-hyymaavvyash)""}"
39,39,`myly` (shrh-mylk` shtaang) aadl`r,"[{'var': '`myly` (shrh-mylk` shtaang) aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,שרה-מילקע,,,,,,עמיליע,,,אדלער,,,"{""name_part_0"": ""`myly`"", ""name_part_1"": ""(shrh-mylk`"", ""name_part_2"": ""shtaang)"", ""name_part_3"": ""aadl`r""}"
40,40,pr`ntsys aadl`r,"[{'var': 'pr`ntsys aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,פרענציס,,,אדלער,,,"{""name_part_0"": ""pr`ntsys"", ""name_part_1"": ""aadl`r""}"
41,41,tsyl` aadl`r,"[{'var': 'tsyl` aadl`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,צילע,,,אדלר,,,"{""name_part_0"": ""tsyl`"", ""name_part_1"": ""aadl`r""}"
42,42,aad`s`r paalkszyng`r,"[{'var': 'aad`s`r paalkszyng`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אַדעסער,,,פאָלקסזינגער,,,"{""name_part_0"": ""aad`s`r"", ""name_part_1"": ""paalkszyng`r""}"
43,43,mshh y`kb ad`rshl`g`r,"[{'var': 'mshh y`kb ad`rshl`g`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,משה,יעקב,,אַדעשלעגער,משה יעקב אוֹדיֹאַדשלעגער,,"{""name_part_0"": ""mshh"", ""name_part_1"": ""y`kb"", ""name_part_2"": ""ad`rshl`g`r""}"
44,44,`ny (hnh svyb`r) avyg`nblyk,"[{'var': '`ny (hnh svyb`r) avyg`nblyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,עני,,,סויבּער,,,חנה,,,אויגענבּליק,,,"{""name_part_0"": ""`ny"", ""name_part_1"": ""(hnh"", ""name_part_2"": ""svyb`r)"", ""name_part_3"": ""avyg`nblyk""}"
45,45,pylyp avyg`nblyk,"[{'var': 'pylyp avyg`nblyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,פיליפּ,,,אויגענבּליק,פיליפּ אויגענבּליק,,"{""name_part_0"": ""pylyp"", ""name_part_1"": ""avyg`nblyk""}"
46,46,nhvm avysl`nd`r,"[{'var': 'nhvm avysl`nd`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,נחום,,,אויסלענדער,,,"{""name_part_0"": ""nhvm"", ""name_part_1"": ""avysl`nd`r""}"
47,47,aprym avy`rbaakh,"[{'var': 'aprym avy`rbaakh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אפרים,,,אויארבּאַך,,,"{""name_part_0"": ""aprym"", ""name_part_1"": ""avy`rbaakh""}"
48,48,baarys (bn-tsyvn) avy`rbaakh,"[{'var': 'baarys (bn-tsyvn) avy`rbaakh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,בן-ציון,,,,,,בּאָריס,,,אויערבּאַך,,,"{""name_part_0"": ""baarys"", ""name_part_1"": ""(bn-tsyvn)"", ""name_part_2"": ""avy`rbaakh""}"
49,49,ytshk avy`rbaakh,"[{'var': 'ytshk avy`rbaakh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יצחק,,,אויערבּאַך,אויערבּאַך,,"{""name_part_0"": ""ytshk"", ""name_part_1"": ""avy`rbaakh""}"
50,50,s. avy`rbaakh,"[{'var': 's. avy`rbaakh', 'src': 'ds', 'lang': 'en'}]",['en'],,ס.,,,,,,,,,,,אויערבּאַך,,,"{""name_part_0"": ""s."", ""name_part_1"": ""avy`rbaakh""}"
51,51,s`m avy`rbaakh,"[{'var': 's`m avy`rbaakh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,סעם,,,אויערבּאַך,,,"{""name_part_0"": ""s`m"", ""name_part_1"": ""avy`rbaakh""}"
52,52,mshh avysh`r,"[{'var': 'mshh avysh`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,משה,,,אוישער,,,"{""name_part_0"": ""mshh"", ""name_part_1"": ""avysh`r""}"
53,53,avlrykh,"[{'var': 'avlrykh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אולריך,,,,,,"{""name_part_0"": ""avlrykh""}"
54,54,avnz`r vvynkl,"[{'var': 'avnz`r vvynkl', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אונזער,,,ווינקל,,,"{""name_part_0"": ""avnz`r"", ""name_part_1"": ""vvynkl""}"
55,55,avnz`r t`aat`r,"[{'var': 'avnz`r t`aat`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,אונזער טעאַטער,,"{""name_part_0"": ""avnz`r"", ""name_part_1"": ""t`aat`r""}"
56,56,p`py (p`rl) avrykh,"[{'var': 'p`py (p`rl) avrykh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פּלר,,,,,,פּעפּי,,,אוריך,,,"{""name_part_0"": ""p`py"", ""name_part_1"": ""(p`rl)"", ""name_part_2"": ""avrykh""}"
57,57,(ytshk paarb`raavvytsh),"[{'var': '(ytshk paarb`raavvytsh)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יצחק,,,פאַרבּעראָוויטש,,,"{""name_part_0"": ""(ytshk"", ""name_part_1"": ""paarb`raavvytsh)""}"
58,58,ytshk aazaarkh,"[{'var': 'ytshk aazaarkh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יצחק,,,אזארך,,,"{""name_part_0"": ""ytshk"", ""name_part_1"": ""aazaarkh""}"
59,59,aal`ksaand`r (aarlyvk) azraa,"[{'var': 'aal`ksaand`r (aarlyvk) azraa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,אָרליוק,,,,,,,,,אזראַ,אַלעקסאַנדער,,"{""name_part_0"": ""aal`ksaand`r"", ""name_part_1"": ""(aarlyvk)"", ""name_part_2"": ""azraa""}"
60,60,dzsh`ny aatlaas,"[{'var': 'dzsh`ny aatlaas', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,דזשעני,,,א Atlās,דזשעני אַטלאַס,,"{""name_part_0"": ""dzsh`ny"", ""name_part_1"": ""aatlaas""}"
61,61,aydysh` aaktyaar`n-yvnyaan,"[{'var': 'aydysh` aaktyaar`n-yvnyaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,אַקטיאָרען-יוניאָן,,,,,,אידישע אַקטיאָרען-יוניאָן,,"{""name_part_0"": ""aydysh`"", ""name_part_1"": ""aaktyaar`n-yvnyaan""}"
62,62,dvd (aygnaataavvsky) aygnaataavv,"[{'var': 'dvd (aygnaataavvsky) aygnaataavv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,איגנאַטווסקי,,,,,,דוד,,,איגנאטוו,,,"{""name_part_0"": ""dvd"", ""name_part_1"": ""(aygnaataavvsky)"", ""name_part_2"": ""aygnaataavv""}"
63,63,pynkvs (pnhs ayzb`sky) ayzb`skaa,"[{'var': 'pynkvs (pnhs ayzb`sky) ayzb`skaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,פּנחס,,,,,,פּינקוס,,,איזבעסקי,איזבּעסקאָ,,"{""name_part_0"": ""pynkvs"", ""name_part_1"": ""(pnhs"", ""name_part_2"": ""ayzb`sky)"", ""name_part_3"": ""ayzb`skaa""}"
64,64,ayzmaalyaannaa,"[{'var': 'ayzmaalyaannaa', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,איזמאַליאָננאַ,,"{""name_part_0"": ""ayzmaalyaannaa""}"
65,65,aytkyn,"[{'var': 'aytkyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,איטקין,,,"{""name_part_0"": ""aytkyn""}"
66,66,lyyz`r ayt`lmaan,"[{'var': 'lyyz`r ayt`lmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,לייזער,,,איטעלמאַן,,,"{""name_part_0"": ""lyyz`r"", ""name_part_1"": ""ayt`lmaan""}"
67,67,dvd ayybrams,"[{'var': 'dvd ayybrams', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,דוד,,,אייבּראמס,,,"{""name_part_0"": ""dvd"", ""name_part_1"": ""ayybrams""}"
68,68,ayyg`np`ld (`rb`r),"[{'var': 'ayyg`np`ld (`rb`r)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ערבּער,,,,,,,,,,אייגענפעלד,,"{""name_part_0"": ""ayyg`np`ld"", ""name_part_1"": ""(`rb`r)""}"
69,69,nyyt`n (nt`) ayyzykaavvytsh,"[{'var': 'nyyt`n (nt`) ayyzykaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,נטע,,,,,,,,,אייזיקאָוויטש,,,"{""name_part_0"": ""nyyt`n"", ""name_part_1"": ""(nt`)"", ""name_part_2"": ""ayyzykaavvytsh""}"
70,70,ravbn ayyzlaand,"[{'var': 'ravbn ayyzlaand', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ראובן,,,אייזלאַנד,,,"{""name_part_0"": ""ravbn"", ""name_part_1"": ""ayyzlaand""}"
71,71,gaald` ayyzmaan,"[{'var': 'gaald` ayyzmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,גאָלדע,,,אייזמאַן,,,"{""name_part_0"": ""gaald`"", ""name_part_1"": ""ayyzmaan""}"
72,72,`vva ayyz`n-aar`nshtyyn,"[{'var': '`vva ayyz`n-aar`nshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,עווא,,,אָרענשטיין,עווא אייזען-אָרענשטיין,,"{""name_part_0"": ""`vva"", ""name_part_1"": ""ayyz`n-aar`nshtyyn""}"
73,73,abrhm ayyz`nb`rg,"[{'var': 'abrhm ayyz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אברהם,,,אייזענבּערג,,,"{""name_part_0"": ""abrhm"", ""name_part_1"": ""ayyz`nb`rg""}"
74,74,lyvba ayyz`nb`rg,"[{'var': 'lyvba ayyz`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ליובא,,,אייזענבּערג,ליובא אייזענבּערג,,"{""name_part_0"": ""lyvba"", ""name_part_1"": ""ayyz`nb`rg""}"
75,75,mrdkhy ayyz`nshtaat,"[{'var': 'mrdkhy ayyz`nshtaat', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מרדכי,,,אייזענשטאט,מרדכי אייזענשטאַט,,"{""name_part_0"": ""mrdkhy"", ""name_part_1"": ""ayyz`nshtaat""}"
76,76,mrym ayyz`nshtat,"[{'var': 'mrym ayyz`nshtat', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,מרים,,,אייזענשטאט,,,"{""name_part_0"": ""mrym"", ""name_part_1"": ""ayyz`nshtat""}"
77,77,nhmh ayyz`nshtat,"[{'var': 'nhmh ayyz`nshtat', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,נחמה,,,אייזענשטאט,,,"{""name_part_0"": ""nhmh"", ""name_part_1"": ""ayyz`nshtat""}"
78,78,shlmh ayyz`nshtaark,"[{'var': 'shlmh ayyz`nshtaark', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,שלמה,,,אייזענשטאַרק,,,"{""name_part_0"": ""shlmh"", ""name_part_1"": ""ayyz`nshtaark""}"
79,79,aalt`r ayyz`nshlaas,"[{'var': 'aalt`r ayyz`nshlaas', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אַלטער,,,אייזענשלאָס,אַלטער אייזענשלאָס,,"{""name_part_0"": ""aalt`r"", ""name_part_1"": ""ayyz`nshlaas""}"
80,80,lyybl ayyz`rmaan,"[{'var': 'lyybl ayyz`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,לייבּל,,,אייזערמאַן,,,"{""name_part_0"": ""lyybl"", ""name_part_1"": ""ayyz`rmaan""}"
81,81,ytshk ayykh`l,"[{'var': 'ytshk ayykh`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יצחק,,,אייכעל,,,"{""name_part_0"": ""ytshk"", ""name_part_1"": ""ayykh`l""}"
82,82,baash` ayynhaarn,"[{'var': 'baash` ayynhaarn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,בּאַשע,,,איינהאָרן,בּאַשע איינהאָרן,,"{""name_part_0"": ""baash`"", ""name_part_1"": ""ayynhaarn""}"
83,83,dvd ayynhaarn,"[{'var': 'dvd ayynhaarn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,דוד,,,איינהאָרן,,,"{""name_part_0"": ""dvd"", ""name_part_1"": ""ayynhaarn""}"
84,84,lyzaa ayynhaarn,"[{'var': 'lyzaa ayynhaarn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,ליזאַ,,,אינהאָרן,,,"{""name_part_0"": ""lyzaa"", ""name_part_1"": ""ayynhaarn""}"
85,85,abrhm ayyn`s,"[{'var': 'abrhm ayyn`s', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אברהם,,,איינעס,,,"{""name_part_0"": ""abrhm"", ""name_part_1"": ""ayyn`s""}"
86,86,aabrhm ayys`n,"[{'var': 'aabrhm ayys`n', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אַברהם,,,אייסען,,,"{""name_part_0"": ""aabrhm"", ""name_part_1"": ""ayys`n""}"
87,87,ytshk aynvv`ntaarzsh,"[{'var': 'ytshk aynvv`ntaarzsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יצחק,,,אינווענטאַרזש,,,"{""name_part_0"": ""ytshk"", ""name_part_1"": ""aynvv`ntaarzsh""}"
88,88,shbty aytskaavvytsh,"[{'var': 'shbty aytskaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,שבּתי,,,איצקאָוויטש,שבּתי איצקאָוויטש,,"{""name_part_0"": ""shbty"", ""name_part_1"": ""aytskaavvytsh""}"
89,89,saanyaa (p`ldmaan) ayrys,"[{'var': 'saanyaa (p`ldmaan) ayrys', 'src': 'ds', 'lang': 'en'}]",['en'],,,,איריס,,,,,,סאָניאַ,,,פעלדמאַן,,,"{""name_part_0"": ""saanyaa"", ""name_part_1"": ""(p`ldmaan)"", ""name_part_2"": ""ayrys""}"
90,90,shmval ayrys,"[{'var': 'shmval ayrys', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,שמואל,,,איריס,,,"{""name_part_0"": ""shmval"", ""name_part_1"": ""ayrys""}"
91,91,yvsp akhran,"[{'var': 'yvsp akhran', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,יוסף,,,אכראן,,,"{""name_part_0"": ""yvsp"", ""name_part_1"": ""akhran""}"
92,92,(aly`zr s`rhyysky),"[{'var': '(aly`zr s`rhyysky)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,אליעזר,,,סערהייסקי,,,"{""name_part_0"": ""(aly`zr"", ""name_part_1"": ""s`rhyysky)""}"
93,93,(mshh yvsp naavvaamysky),"[{'var': '(mshh yvsp naavvaamysky)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,משה,יוסף,,נאָוואָמיסקי,,,"{""name_part_0"": ""(mshh"", ""name_part_1"": ""yvsp"", ""name_part_2"": ""naavvaamysky)""}"
94,94,saanya altbvym,"[{'var': 'saanya altbvym', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,סאָניא,,,אלטבּוים,,,"{""name_part_0"": ""saanya"", ""name_part_1"": ""altbvym""}"
95,95,baarys aaltmaan,"[{'var': 'baarys aaltmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,אָלטמאַן,בּאָריס אַן,,"{""name_part_0"": ""baarys"", ""name_part_1"": ""aaltmaan""}"
