id,title,name_parts,lang,phoneme,name_part_given-name,name_part_middle-name,name_part_surname,name_part_salutation,name_part_patronymic,name_part_professional-name,name_part_maiden-surname,name_part_nisba,name_part_given-name_phoneme,name_part_middle-name_phoneme,name_part_surname_phoneme,name_part_salutation_phoneme,name_part_patronymic_phoneme,name_part_professional-name_phoneme,name_part_maiden-surname_phoneme,name_part_nisba_phoneme,name_part_alternative-name,name_part_alternative-name_phoneme,name_part_qualifier,name_part_honorific,name_part_qualifier_phoneme,name_part_honorific_phoneme,primary-name,matronymic,teknonym,professional-name,surname,acronym,appellation,nisba,salutation,middle-name,alternative-name,patronymic,honorific,qualifier,given-name,maiden-surname
2327,yasha yanka,"{""given-name"": ""yasha"", ""surname"": ""yanka""}",en,jˈæʃə jˈæŋkə,yasha,,yanka,,,,,,jˈæʃə,,jˈæŋkə,,,,,,,,,,,,,,,,Yanka,,,,,,,,,,Yasha,
2328,yankele mit der harmonye,"{""given-name"": ""yankele"", ""alternative-name"": ""mit der harmonye""}",en,jˈæŋkl mˈɪt dəɜ˞ hɑːmə|ʊnˈaɪ,yankele,,,,,,,,jˈæŋkl,,,,,,,,mit der harmonye,mˈɪt dəɜ˞ hɑːmə|ʊnˈaɪ,,,,,,,,,,,,,,,mit der harmonye,,,,Yankele,
2329,david yanover,"{""given-name"": ""david"", ""surname"": ""yanover""}",en,dævɪd jænə|ʊvə*,david,,yanover,,,,,,dævɪd,,jænə|ʊvə*,,,,,,,,,,,,,,,,Yanover,,,,,,,,,,David,
2330,saul yosef yanovsky,"{""given-name"": ""saul"", ""middle-name"": ""yosef"", ""surname"": ""yanovsky""}",en,sˈɔːl jˈəʊsf jˈænəʊvskɪ,saul,yosef,yanovsky,,,,,,sˈɔːl,jˈəʊsf,jˈænəʊvskɪ,,,,,,,,,,,,,,,,Yanovsky,,,,,Yosef,,,,,Saul,
2331,b. yanpolski,"{""given-name"": ""b."", ""surname"": ""yanpolski""}",en,bˈiː jˈænpəʊlskiː,b.,,yanpolski,,,,,,bˈiː,,jˈænpəʊlskiː,,,,,,,,,,,,,,,,Yanpolski,,,,,,,,,,B.,
2332,mordechai yardeini,"{""given-name"": ""mordechai"", ""surname"": ""yardeini""}",en,mˈɔːdɲˈɛə jˈɑːdiːnɪ,mordechai,,yardeini,,,,,,mˈɔːdɲˈɛə,,jˈɑːdiːnɪ,,,,,,,,,,,,,,,,Yardeini,,,,,,,,,,Mordechai,
2333,elihu zalmen yarikhovski,"{""given-name"": ""elihu"", ""middle-name"": ""zalmen"", ""surname"": ""yarikhovski""}",en,ɪlˈɪuː zˈɔːlmən jˈɑːˈiːkə|ʊvskiː,elihu,zalmen,yarikhovski,,,,,,ɪlˈɪuː,zˈɔːlmən,jˈɑːˈiːkə|ʊvskiː,,,,,,,,,,,,,,,,Yarikhovski,,,,,Zalmen,,,,,Elihu,
2334,zlata yaroslavska,"{""given-name"": ""zlata"", ""surname"": ""yaroslavska""}",en,zlətə jˈɑːəʊslˈɑːvzkə,zlata,,yaroslavska,,,,,,zlətə,,jˈɑːəʊslˈɑːvzkə,,,,,,,,,,,,,,,,Yaroslavska,,,,,,,,,,Zlata,
2335,hersh yedvab,"{""given-name"": ""hersh"", ""surname"": ""yedvab""}",en,hˈɜːʃ jˈɛdvæb,hersh,,yedvab,,,,,,hˈɜːʃ,,jˈɛdvæb,,,,,,,,,,,,,,,,Yedvab,,,,,,,,,,Hersh,
2336,rosetta yeger,"{""given-name"": ""rosetta"", ""surname"": ""yeger""}",en,rə|ʊsɛtə jˈɛdʒəɜ˞,rosetta,,yeger,,,,,,rə|ʊsɛtə,,jˈɛdʒəɜ˞,,,,,,,,,,,,,,,,Yeger,,,,,,,,,,Rosetta,
2337,yehoash,"{""given-name"": ""yehoash""}",en,jɒæʃ,yehoash,,,,,,,,jɒæʃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yehoash,
2338,yehudis,"{""given-name"": ""yehudis""}",en,jjʊdɪz,yehudis,,,,,,,,jjʊdɪz,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yehudis,
2339,rosa yermolina-veysman,"{""given-name"": ""rosa"", ""surname"": ""yermolina-veysman""}",en,rə|ʊzə jəməlˈiːnəvɪzmən,rosa,,yermolina-veysman,,,,,,rə|ʊzə,,jəməlˈiːnəvɪzmən,,,,,,,,,,,,,,,,Yermolina-Veysman,,,,,,,,,,Rosa,
2340,yevina,"{""given-name"": ""yevina""}",en,jˈɛvˈiːnə,yevina,,,,,,,,jˈɛvˈiːnə,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yevina,
2341,chava yoelit,"{""given-name"": ""chava"", ""surname"": ""yoelit""}",en,ɲˈɑːvə jˈəʊɪlɪt,chava,,yoelit,,,,,,ɲˈɑːvə,,jˈəʊɪlɪt,,,,,,,,,,,,,,,,Yoelit,,,,,,,,,,Chava,
2342,moshe yofe,"{""given-name"": ""moshe"", ""surname"": ""yofe""}",en,mˈɒʃɪ jf,moshe,,yofe,,,,,,mˈɒʃɪ,,jf,,,,,,,,,,,,,,,,Yofe,,,,,,,,,,Moshe,
2343,yakov yofe,"{""given-name"": ""yakov"", ""surname"": ""yofe""}",en,jˈækəʊv jf,yakov,,yofe,,,,,,jˈækəʊv,,jf,,,,,,,,,,,,,,,,Yofe,,,,,,,,,,Yakov,
2344,malvina yoles-gimpel,"{""given-name"": ""malvina"", ""maiden-surname"": ""yoles"", ""surname"": ""gimpel""}",en,mˈælvɪnə jˈəʊlzdʒɪmpˈɛl,malvina,,gimpel,,,,yoles,,mˈælvɪnə,,ɡɪmpˈɛl,,,,jˈəʊlz,,,,,,,,,,,,Gimpel,,,,,,,,,,Malvina,Yoles
2345,nate yongelson,"{""given-name"": ""nate"", ""surname"": ""yongelson""}",en,ne|ɪt jɒndʒˈɛlsn̩,nate,,yongelson,,,,,,ne|ɪt,,jɒndʒˈɛlsn̩,,,,,,,,,,,,,,,,Yongelson,,,,,,,,,,Nate,
2346,jacob yongman,"{""given-name"": ""jacob"", ""surname"": ""yongman""}",en,dʒˈækɒb jˈɒŋɡmən,jacob,,yongman,,,,,,dʒˈækɒb,,jˈɒŋɡmən,,,,,,,,,,,,,,,,Yongman,,,,,,,,,,Jacob,
2347,yosele the blind,"{""given-name"": ""yosele"", ""alternative-name"": ""the blind""}",en,jˈəʊzl θɪ blˈaɪnd,yosele,,,,,,,,jˈəʊzl,,,,,,,,the blind,θɪ blˈaɪnd,,,,,,,,,,,,,,,the Blind,,,,Yosele,
2348,chaim yosilis,"{""given-name"": ""chaim"", ""surname"": ""yosilis""}",en,tʃeɪm jə|ʊzɪlɪs,chaim,,yosilis,,,,,,tʃeɪm,,jə|ʊzɪlɪs,,,,,,,,,,,,,,,,Yosilis,,,,,,,,,,Chaim,
2349,rubin youkelson,"{""given-name"": ""rubin"", ""surname"": ""youkelson""}",en,ɻˈuːbɪn jˈuːkˈɛlsn̩,rubin,,youkelson,,,,,,ɻˈuːbɪn,,jˈuːkˈɛlsn̩,,,,,,,,,,,,,,,,Youkelson,,,,,,,,,,Rubin,
2350,bernard young,"{""given-name"": ""bernard"", ""surname"": ""young""}",en,bˈɜːnəd jˈʌŋ,bernard,,young,,,,,,bˈɜːnəd,,jˈʌŋ,,,,,,,,,,,,,,,,Young,,,,,,,,,,Bernard,
2351,clara young,"{""given-name"": ""clara"", ""surname"": ""young""}",en,klˈæɻə jˈʌŋ,clara,,young,,,,,,klˈæɻə,,jˈʌŋ,,,,,,,,,,,,,,,,Young,,,,,,,,,,Clara,
2352,shlomo yudson,"{""given-name"": ""shlomo"", ""surname"": ""yudson""}",en,ʃlˈəʊməʊ jˈuːdsʌn,shlomo,,yudson,,,,,,ʃlˈəʊməʊ,,jˈuːdsʌn,,,,,,,,,,,,,,,,Yudson,,,,,,,,,,Shlomo,
2353,yehuda yulin,"{""given-name"": ""yehuda"", ""surname"": ""yulin""}",en,jhj|ˈuːdə jʌlɪn,yehuda,,yulin,,,,,,jhj|ˈuːdə,,jʌlɪn,,,,,,,,,,,,,,,,Yulin,,,,,,,,,,Yehuda,
2354,ernestine yungvirt,"{""given-name"": ""ernestine"", ""surname"": ""yungvirt""}",en,ˈɜːnɪstɪn jʌŋvˈɜːt,ernestine,,yungvirt,,,,,,ˈɜːnɪstɪn,,jʌŋvˈɜːt,,,,,,,,,,,,,,,,Yungvirt,,,,,,,,,,Ernestine,
2355,leopold yungvirt,"{""given-name"": ""leopold"", ""surname"": ""yungvirt""}",en,lˈiːəʊpˈɒld jʌŋvˈɜːt,leopold,,yungvirt,,,,,,lˈiːəʊpˈɒld,,jʌŋvˈɜːt,,,,,,,,,,,,,,,,Yungvirt,,,,,,,,,,Leopold,
2356,semyon yushkevich,"{""given-name"": ""semyon"", ""surname"": ""yushkevich""}",en,sˈɛmɪən jʌʃkvɪd|ʒ,semyon,,yushkevich,,,,,,sˈɛmɪən,,jʌʃkvɪd|ʒ,,,,,,,,,,,,,,,,Yushkevich,,,,,,,,,,Semyon,
2357,b. yushzon,"{""given-name"": ""b."", ""surname"": ""yushzon""}",en,bˈiː jʌʃzn̩,b.,,yushzon,,,,,,bˈiː,,jʌʃzn̩,,,,,,,,,,,,,,,,Yushzon,,,,,,,,,,B.,
2358,moshe zablotsky,"{""given-name"": ""moshe"", ""surname"": ""zablotsky""}",en,mˈɒʃɪ zəblˈɒtskɪ,moshe,,zablotsky,,,,,,mˈɒʃɪ,,zəblˈɒtskɪ,,,,,,,,,,,,,,,,Zablotsky,,,,,,,,,,Moshe,
2359,noach zabludovski,"{""given-name"": ""noach"", ""surname"": ""zabludovski""}",en,nəʊtʃ zəblˈuːdəʊvskiː,noach,,zabludovski,,,,,,nəʊtʃ,,zəblˈuːdəʊvskiː,,,,,,,,,,,,,,,,Zabludovski,,,,,,,,,,Noach,
2360,yosef zabolinski,"{""given-name"": ""yosef"", ""surname"": ""zabolinski""}",en,jˈəʊsf zəbɒlɪnskiː,yosef,,zabolinski,,,,,,jˈəʊsf,,zəbɒlɪnskiː,,,,,,,,,,,,,,,,Zabolinski,,,,,,,,,,Yosef,
2361,zelig zabolinski,"{""given-name"": ""zelig"", ""surname"": ""zabolinski""}",en,zˈɛlɪɡ zəbɒlɪnskiː,zelig,,zabolinski,,,,,,zˈɛlɪɡ,,zəbɒlɪnskiː,,,,,,,,,,,,,,,,Zabolinski,,,,,,,,,,Zelig,
2362,frida zagar,"{""given-name"": ""frida"", ""surname"": ""zagar""}",en,frɪdə zˈeɪɡɑːɜ˞,frida,,zagar,,,,,,frɪdə,,zˈeɪɡɑːɜ˞,,,,,,,,,,,,,,,,Zagar,,,,,,,,,,Frida,
2363,moritz zagar,"{""given-name"": ""moritz"", ""surname"": ""zagar""}",en,mɒrɪts zˈeɪɡɑːɜ˞,moritz,,zagar,,,,,,mɒrɪts,,zˈeɪɡɑːɜ˞,,,,,,,,,,,,,,,,Zagar,,,,,,,,,,Moritz,
2364,zalmen zagorin,"{""given-name"": ""zalmen"", ""surname"": ""zagorin""}",en,zˈɔːlmən zæɡərɪn,zalmen,,zagorin,,,,,,zˈɔːlmən,,zæɡərɪn,,,,,,,,,,,,,,,,Zagorin,,,,,,,,,,Zalmen,
2365,ruth zahava,"{""given-name"": ""ruth"", ""surname"": ""zahava""}",en,ɻˈuːθ zəhˈɑːvə,ruth,,zahava,,,,,,ɻˈuːθ,,zəhˈɑːvə,,,,,,,,,,,,,,,,Zahava,,,,,,,,,,Ruth,
2366,david zahik,"{""given-name"": ""david"", ""surname"": ""zahik""}",en,dævɪd zəhaɪk,david,,zahik,,,,,,dævɪd,,zəhaɪk,,,,,,,,,,,,,,,,Zahik,,,,,,,,,,David,
2367,abraham zak,"{""given-name"": ""abraham"", ""surname"": ""zak""}",en,əbɻəhæm zæk,abraham,,zak,,,,,,əbɻəhæm,,zæk,,,,,,,,,,,,,,,,Zak,,,,,,,,,,Abraham,
2368,sheftel zak,"{""given-name"": ""sheftel"", ""surname"": ""zak""}",en,ʃˈɛftl̩ zæk,sheftel,,zak,,,,,,ʃˈɛftl̩,,zæk,,,,,,,,,,,,,,,,Zak,,,,,,,,,,Sheftel,
2369,zakharia zakharov,"{""given-name"": ""zakharia"", ""surname"": ""zakharov""}",en,zˈɑːkˈɑːɻɪə zˈɑːkˈɑːɻɒf,zakharia,,zakharov,,,,,,zˈɑːkˈɑːɻɪə,,zˈɑːkˈɑːɻɒf,,,,,,,,,,,,,,,,Zakharov,,,,,,,,,,Zakharia,
2370,meir zakozhanski,"{""given-name"": ""meir"", ""surname"": ""zakozhanski""}",en,mɪə* zˈækəʊzɑnskiː,meir,,zakozhanski,,,,,,mɪə*,,zˈækəʊzɑnskiː,,,,,,,,,,,,,,,,Zakozhanski,,,,,,,,,,Meir,
2371,roye[?] zaks,"{""given-name"": ""roye"", ""surname"": ""zaks""}",en,rɔɪə zæks,roye,,zaks,,,,,,rɔɪə,,zæks,,,,,,,,,,,,,,,,Zaks,,,,,,,,,,Roye,
2372,nekhome zaltsman,"{""given-name"": ""nekhome"", ""surname"": ""zaltsman""}",en,nɛkhəʊm zˈɔːltsmən,nekhome,,zaltsman,,,,,,nɛkhəʊm,,zˈɔːltsmən,,,,,,,,,,,,,,,,Zaltsman,,,,,,,,,,Nekhome,
2373,eliyahu zaludkowski,"{""given-name"": ""eliyahu"", ""surname"": ""zaludkowski""}",en,ɪɫiəuː zəlˈʌkˈaʊskiː,eliyahu,,zaludkowski,,,,,,ɪɫiəuː,,zəlˈʌkˈaʊskiː,,,,,,,,,,,,,,,,Zaludkowski,,,,,,,,,,Eliyahu,
2374,izzy zaluzniak,"{""given-name"": ""izzy"", ""surname"": ""zaluzniak""}",en,ˈɪzɪ zæɫsnɪæk,izzy,,zaluzniak,,,,,,ˈɪzɪ,,zæɫsnɪæk,,,,,,,,,,,,,,,,Zaluzniak,,,,,,,,,,Izzy,
2375,karolina zamler,"{""given-name"": ""karolina"", ""surname"": ""zamler""}",en,kɛɹəlˈiːnə zˈæmləɜ˞,karolina,,zamler,,,,,,kɛɹəlˈiːnə,,zˈæmləɜ˞,,,,,,,,,,,,,,,,Zamler,,,,,,,,,,Karolina,
2376,paltiel zamoshtshin,"{""given-name"": ""paltiel"", ""surname"": ""zamoshtshin""}",en,pˈɔːltɪəl zˈæmʃtʃɪn,paltiel,,zamoshtshin,,,,,,pˈɔːltɪəl,,zˈæmʃtʃɪn,,,,,,,,,,,,,,,,Zamoshtshin,,,,,,,,,,Paltiel,
2377,julia zandberg,"{""given-name"": ""julia"", ""surname"": ""zandberg""}",en,dʒˈuːlɪə zˈændbɜːɡ,julia,,zandberg,,,,,,dʒˈuːlɪə,,zˈændbɜːɡ,,,,,,,,,,,,,,,,Zandberg,,,,,,,,,,Julia,
2378,tseshiya zandberg,"{""given-name"": ""tseshiya"", ""surname"": ""zandberg""}",en,tsˈɛʃɪjɑ zˈændbɜːɡ,tseshiya,,zandberg,,,,,,tsˈɛʃɪjɑ,,zˈændbɜːɡ,,,,,,,,,,,,,,,,Zandberg,,,,,,,,,,Tseshiya,
2379,yitzhak zandberg,"{""given-name"": ""yitzhak"", ""surname"": ""zandberg""}",en,jˈɪtsɑːk zˈændbɜːɡ,yitzhak,,zandberg,,,,,,jˈɪtsɑːk,,zˈændbɜːɡ,,,,,,,,,,,,,,,,Zandberg,,,,,,,,,,Yitzhak,
2380,jacob zanger,"{""given-name"": ""jacob"", ""surname"": ""zanger""}",en,dʒˈækɒb zˈeɪndʒəɜ˞,jacob,,zanger,,,,,,dʒˈækɒb,,zˈeɪndʒəɜ˞,,,,,,,,,,,,,,,,Zanger,,,,,,,,,,Jacob,
2381,harry zar,"{""given-name"": ""harry"", ""surname"": ""zar""}",en,hˈæɻɪ zəɜ˞,harry,,zar,,,,,,hˈæɻɪ,,zəɜ˞,,,,,,,,,,,,,,,,Zar,,,,,,,,,,Harry,
2382,gitl zaritska,"{""given-name"": ""gitl"", ""surname"": ""zaritska""}",en,ɡˈɪtl zˈæɻɪtskə,gitl,,zaritska,,,,,,ɡˈɪtl,,zˈæɻɪtskə,,,,,,,,,,,,,,,,Zaritska,,,,,,,,,,Gitl,
2383,paulina zarzhevska,"{""given-name"": ""paulina"", ""surname"": ""zarzhevska""}",en,pɔːlɪnə zəzhv|ˈɜːskə,paulina,,zarzhevska,,,,,,pɔːlɪnə,,zəzhv|ˈɜːskə,,,,,,,,,,,,,,,,Zarzhevska,,,,,,,,,,Paulina,
2384,berta zaslavska,"{""given-name"": ""berta"", ""surname"": ""zaslavska""}",en,bˈɜːtə zəslˈɑːvzkə,berta,,zaslavska,,,,,,bˈɜːtə,,zəslˈɑːvzkə,,,,,,,,,,,,,,,,Zaslavska,,,,,,,,,,Berta,
2385,vera zaslavskaya,"{""given-name"": ""vera"", ""surname"": ""zaslavskaya""}",en,vˈɛɻə zəslˈɑːvzkˈaɪə,vera,,zaslavskaya,,,,,,vˈɛɻə,,zəslˈɑːvzkˈaɪə,,,,,,,,,,,,,,,,Zaslavskaya,,,,,,,,,,Vera,
2386,rudolf zaslavsky,"{""given-name"": ""rudolf"", ""surname"": ""zaslavsky""}",en,ɻˈuːdɒlf zəslɑːvskɪ,rudolf,,zaslavsky,,,,,,ɻˈuːdɒlf,,zəslɑːvskɪ,,,,,,,,,,,,,,,,Zaslavsky,,,,,,,,,,Rudolf,
2387,dov zawadzki,"{""given-name"": ""dov"", ""surname"": ""zawadzki""}",en,dɒf zəwˈeɪzkɪ,dov,,zawadzki,,,,,,dɒf,,zəwˈeɪzkɪ,,,,,,,,,,,,,,,,Zawadzki,,,,,,,,,,Dov,
2388,david zayderman,"{""given-name"": ""david"", ""surname"": ""zayderman""}",en,dævɪd zeɪdɜːmən,david,,zayderman,,,,,,dævɪd,,zeɪdɜːmən,,,,,,,,,,,,,,,,Zayderman,,,,,,,,,,David,
2389,harry zayderman,"{""given-name"": ""harry"", ""surname"": ""zayderman""}",en,hˈæɻɪ zeɪdɜːmən,harry,,zayderman,,,,,,hˈæɻɪ,,zeɪdɜːmən,,,,,,,,,,,,,,,,Zayderman,,,,,,,,,,Harry,
2390,velvel zbarzher,"{""given-name"": ""velvel"", ""surname"": ""zbarzher""}",en,vɛlvəl zbˈɑːzhˈɜː|ɜ˞,velvel,,zbarzher,,,,,,vɛlvəl,,zbˈɑːzhˈɜː|ɜ˞,,,,,,,,,,,,,,,,Zbarzher,,,,,,,,,,Velvel,
2391,bennie zeidman,"{""given-name"": ""bennie"", ""surname"": ""zeidman""}",en,bˈɛnɪ t|sˈaɪdmən,bennie,,zeidman,,,,,,bˈɛnɪ,,t|sˈaɪdmən,,,,,,,,,,,,,,,,Zeidman,,,,,,,,,,Bennie,
2392,morris zeidman,"{""given-name"": ""morris"", ""surname"": ""zeidman""}",en,mˈɒɻɪs t|sˈaɪdmən,morris,,zeidman,,,,,,mˈɒɻɪs,,t|sˈaɪdmən,,,,,,,,,,,,,,,,Zeidman,,,,,,,,,,Morris,
2393,moshe zeifert,"{""given-name"": ""moshe"", ""surname"": ""zeifert""}",en,mˈɒʃɪ t|sˈaɪfɜːt,moshe,,zeifert,,,,,,mˈɒʃɪ,,t|sˈaɪfɜːt,,,,,,,,,,,,,,,,Zeifert,,,,,,,,,,Moshe,
2394,aaron zeitlin,"{""given-name"": ""aaron"", ""surname"": ""zeitlin""}",en,ɑɹn̩ t|sˈaɪtlɪn,aaron,,zeitlin,,,,,,ɑɹn̩,,t|sˈaɪtlɪn,,,,,,,,,,,,,,,,Zeitlin,,,,,,,,,,Aaron,
2395,lev zeitlin,"{""given-name"": ""lev"", ""surname"": ""zeitlin""}",en,ɫɛv t|sˈaɪtlɪn,lev,,zeitlin,,,,,,ɫɛv,,t|sˈaɪtlɪn,,,,,,,,,,,,,,,,Zeitlin,,,,,,,,,,Lev,
2396,shifra zeitlin,"{""given-name"": ""shifra"", ""surname"": ""zeitlin""}",en,ʃˈɪfɻə t|sˈaɪtlɪn,shifra,,zeitlin,,,,,,ʃˈɪfɻə,,t|sˈaɪtlɪn,,,,,,,,,,,,,,,,Zeitlin,,,,,,,,,,Shifra,
2397,aleksander zeldin,"{""given-name"": ""aleksander"", ""surname"": ""zeldin""}",en,ˈeɪlksændəɜ˞ zˈɛldɪn,aleksander,,zeldin,,,,,,ˈeɪlksændəɜ˞,,zˈɛldɪn,,,,,,,,,,,,,,,,Zeldin,,,,,,,,,,Aleksander,
2398,yakov zeldish,"{""given-name"": ""yakov"", ""surname"": ""zeldish""}",en,jˈækəʊv zˈɛldɪʃ,yakov,,zeldish,,,,,,jˈækəʊv,,zˈɛldɪʃ,,,,,,,,,,,,,,,,Zeldish,,,,,,,,,,Yakov,
2399,helen zelinskaya,"{""given-name"": ""helen"", ""surname"": ""zelinskaya""}",en,hˈɛlɛn zəlɪnskˈaɪə,helen,,zelinskaya,,,,,,hˈɛlɛn,,zəlɪnskˈaɪə,,,,,,,,,,,,,,,,Zelinskaya,,,,,,,,,,Helen,
2400,leon zelman,"{""given-name"": ""leon"", ""surname"": ""zelman""}",en,ljən zˈɛlmən,leon,,zelman,,,,,,ljən,,zˈɛlmən,,,,,,,,,,,,,,,,Zelman,,,,,,,,,,Leon,
2401,jennie zeltser,"{""given-name"": ""jennie"", ""surname"": ""zeltser""}",en,dʒˈɛnɪ zˈɛltsəɜ˞,jennie,,zeltser,,,,,,dʒˈɛnɪ,,zˈɛltsəɜ˞,,,,,,,,,,,,,,,,Zeltser,,,,,,,,,,Jennie,
2402,moshe zelver,"{""given-name"": ""moshe"", ""surname"": ""zelver""}",en,mˈɒʃɪ zˈɛlvəɜ˞,moshe,,zelver,,,,,,mˈɒʃɪ,,zˈɛlvəɜ˞,,,,,,,,,,,,,,,,Zelver,,,,,,,,,,Moshe,
2403,avraham zetser,"{""given-name"": ""avraham"", ""surname"": ""zetser""}",en,əvɻəhæm zˈɛtsəɜ˞,avraham,,zetser,,,,,,əvɻəhæm,,zˈɛtsəɜ˞,,,,,,,,,,,,,,,,Zetser,,,,,,,,,,Avraham,
2404,lev zevin,"{""given-name"": ""lev"", ""surname"": ""zevin""}",en,ɫɛv zˈɛvɪn,lev,,zevin,,,,,,ɫɛv,,zˈɛvɪn,,,,,,,,,,,,,,,,Zevin,,,,,,,,,,Lev,
2405,ester zevkina,"{""given-name"": ""ester"", ""surname"": ""zevkina""}",en,ˈɛstəɜ˞ zˈɛvkiːnə,ester,,zevkina,,,,,,ˈɛstəɜ˞,,zˈɛvkiːnə,,,,,,,,,,,,,,,,Zevkina,,,,,,,,,,Ester,
2406,chava zeyde,"{""given-name"": ""chava"", ""surname"": ""zeyde""}",en,ɲˈɑːvə zˈɛaɪd,chava,,zeyde,,,,,,ɲˈɑːvə,,zˈɛaɪd,,,,,,,,,,,,,,,,Zeyde,,,,,,,,,,Chava,
2407,leale zeydenberg-santop,"{""given-name"": ""leale"", ""surname"": ""zeydenberg-santop""}",en,lˈiːl zeɪdn̩bəʒsn̩tɒp,leale,,zeydenberg-santop,,,,,,lˈiːl,,zeɪdn̩bəʒsn̩tɒp,,,,,,,,,,,,,,,,Zeydenberg-Santop,,,,,,,,,,Leale,
2408,[?] zeyderman,"{""given-name"": ""[?]"", ""surname"": ""zeyderman""}",en,zeɪdɜːmən,[?],,zeyderman,,,,,,,,zeɪdɜːmən,,,,,,,,,,,,,,,,Zeyderman,,,,,,,,,,[?],
2409,moshe zeyderman,"{""given-name"": ""moshe"", ""surname"": ""zeyderman""}",en,mˈɒʃɪ zeɪdɜːmən,moshe,,zeyderman,,,,,,mˈɒʃɪ,,zeɪdɜːmən,,,,,,,,,,,,,,,,Zeyderman,,,,,,,,,,Moshe,
2410,gershon zeykin,"{""given-name"": ""gershon"", ""surname"": ""zeykin""}",en,gɝʃɑn zˈaɪkɪn,gershon,,zeykin,,,,,,gɝʃɑn,,zˈaɪkɪn,,,,,,,,,,,,,,,,Zeykin,,,,,,,,,,Gershon,
2411,leyzer zhelazo,"{""given-name"": ""leyzer"", ""surname"": ""zhelazo""}",en,la|ɪzɝ zðle|ɪzəʊ,leyzer,,zhelazo,,,,,,la|ɪzɝ,,zðle|ɪzəʊ,,,,,,,,,,,,,,,,Zhelazo,,,,,,,,,,Leyzer,
2412,pinke zhilbert,"{""given-name"": ""pinke"", ""surname"": ""zhilbert""}",en,pɪŋk zʃɪlbˈɜːt,pinke,,zhilbert,,,,,,pɪŋk,,zʃɪlbˈɜːt,,,,,,,,,,,,,,,,Zhilbert,,,,,,,,,,Pinke,
2413,vladek zhitkovski,"{""given-name"": ""vladek"", ""surname"": ""zhitkovski""}",en,vlˈeɪdk zɪtkˈəʊvskiː,vladek,,zhitkovski,,,,,,vlˈeɪdk,,zɪtkˈəʊvskiː,,,,,,,,,,,,,,,,Zhitkovski,,,,,,,,,,Vladek,
2414,yosef zhitomirski,"{""given-name"": ""yosef"", ""surname"": ""zhitomirski""}",en,jˈəʊsf zɪtəmɜːskiː,yosef,,zhitomirski,,,,,,jˈəʊsf,,zɪtəmɜːskiː,,,,,,,,,,,,,,,,Zhitomirski,,,,,,,,,,Yosef,
2415,[?] zhopnik,"{""given-name"": ""[?]"", ""surname"": ""zhopnik""}",en,zɒpnɪk,[?],,zhopnik,,,,,,,,zɒpnɪk,,,,,,,,,,,,,,,,Zhopnik,,,,,,,,,,[?],
2416,ela zibel,"{""given-name"": ""ela"", ""surname"": ""zibel""}",en,ɪlə zˈɪbl̩,ela,,zibel,,,,,,ɪlə,,zˈɪbl̩,,,,,,,,,,,,,,,,Zibel,,,,,,,,,,Ela,
2417,frida zibel,"{""given-name"": ""frida"", ""surname"": ""zibel""}",en,frɪdə zˈɪbl̩,frida,,zibel,,,,,,frɪdə,,zˈɪbl̩,,,,,,,,,,,,,,,,Zibel,,,,,,,,,,Frida,
2418,nachman zibel,"{""given-name"": ""nachman"", ""surname"": ""zibel""}",en,nˈækmən zˈɪbl̩,nachman,,zibel,,,,,,nˈækmən,,zˈɪbl̩,,,,,,,,,,,,,,,,Zibel,,,,,,,,,,Nachman,
2419,pinye ziegelbaum,"{""given-name"": ""pinye"", ""surname"": ""ziegelbaum""}",en,pˈɪnˈaɪ zˈiːdʒlbəm,pinye,,ziegelbaum,,,,,,pˈɪnˈaɪ,,zˈiːdʒlbəm,,,,,,,,,,,,,,,,Ziegelbaum,,,,,,,,,,Pinye,
2420,erna ziegler,"{""given-name"": ""erna"", ""surname"": ""ziegler""}",en,ˈɜːnə zɪəɡləɜ˞,erna,,ziegler,,,,,,ˈɜːnə,,zɪəɡləɜ˞,,,,,,,,,,,,,,,,Ziegler,,,,,,,,,,Erna,
2421,maurice ziegler,"{""given-name"": ""maurice"", ""surname"": ""ziegler""}",en,mˈɔːɻaɪs zɪəɡləɜ˞,maurice,,ziegler,,,,,,mˈɔːɻaɪs,,zɪəɡləɜ˞,,,,,,,,,,,,,,,,Ziegler,,,,,,,,,,Maurice,
2422,rosa ziegler,"{""given-name"": ""rosa"", ""surname"": ""ziegler""}",en,rə|ʊzə zɪəɡləɜ˞,rosa,,ziegler,,,,,,rə|ʊzə,,zɪəɡləɜ˞,,,,,,,,,,,,,,,,Ziegler,,,,,,,,,,Rosa,
2423,naum zigel,"{""given-name"": ""naum"", ""surname"": ""zigel""}",en,nəm zˈɪɡəl,naum,,zigel,,,,,,nəm,,zˈɪɡəl,,,,,,,,,,,,,,,,Zigel,,,,,,,,,,Naum,
2424,willliam zigenlaub,"{""given-name"": ""willliam"", ""surname"": ""zigenlaub""}",en,wˈɪlləm zˈɪdʒɪnlˈɔːb,willliam,,zigenlaub,,,,,,wˈɪlləm,,zˈɪdʒɪnlˈɔːb,,,,,,,,,,,,,,,,Zigenlaub,,,,,,,,,,Willliam,
