id,title,var_entries,langs,appellation,acronym,qualifier,maiden-surname,alternative-name,teknonym,salutation,matronymic,professional-name,honorific,given-name,middle-name,patronymic,surname,primary-name,nisba
1817,max sadowski,"[{'var': 'max sadowski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Max,,,Sadowski,,
1818,michael saks,"[{'var': 'michael saks', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Michael,,,Saks,,
1819,kalman salman,"[{'var': 'kalman salman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Kalman,,,Salman,,
1820,lisa salman,"[{'var': 'lisa salman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Lisa,,,Salman,,
1821,isaac samberg,"[{'var': 'isaac samberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Isaac,,,Samberg,,
1822,mikhal samerson,"[{'var': 'mikhal samerson', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Mikhal,,,Samerson,,
1823,dave samolesko,"[{'var': 'dave samolesko', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Dave,,,Samolesko,,
1824,esther samuilov,"[{'var': 'esther samuilov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Esther,,,Samuilov,,
1825,malvina samuilov,"[{'var': 'malvina samuilov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Malvina,,,Samuilov,,
1826,s. samuilov,"[{'var': 's. samuilov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,S.,,,Samuilov,,
1827,yetta samuilov-schorr,"[{'var': 'yetta samuilov-schorr', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yetta,,,Samuilov-Schorr,,
1828,moshe ber samuylow,"[{'var': 'moshe ber samuylow', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,Ber,,Samuylow,,
1829,jacob kopel sandler,"[{'var': 'jacob kopel sandler', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jacob,Kopel,,Sandler,,
1830,peretz sandler,"[{'var': 'peretz sandler', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Peretz,,,Sandler,,
1831,rosa sandler,"[{'var': 'rosa sandler', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rosa,,,Sandler,,
1832,a. sando,"[{'var': 'a. sando', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,A.,,,Sando,,
1833,ada sants,"[{'var': 'ada sants', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ada,,,Sants,,
1834,sholem santup,"[{'var': 'sholem santup', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sholem,,,Santup,,
1835,izzy sapozhnikov,"[{'var': 'izzy sapozhnikov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Izzy,,,Sapozhnikov,,
1836,ludwig satz,"[{'var': 'ludwig satz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ludwig,,,Satz,,
1837,bernard sauer,"[{'var': 'bernard sauer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Bernard,,,Sauer,,
1838,jubi sauer,"[{'var': 'jubi sauer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jubi,,,Sauer,,
1839,mollie sauer,"[{'var': 'mollie sauer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Mollie,,,Sauer,,
1840,gustav schacht,"[{'var': 'gustav schacht', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Gustav,,,Schacht,,
1841,bajrach schafir,"[{'var': 'bajrach schafir', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Bajrach,,,Schafir,,
1842,leib schaus,"[{'var': 'leib schaus', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leib,,,Schaus,,
1843,emanuel schechter,"[{'var': 'emanuel schechter', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Emanuel,,,Schechter,,
1844,leon schechter,"[{'var': 'leon schechter', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leon,,,Schechter,,
1845,meyer scheer,"[{'var': 'meyer scheer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Meyer,,,Scheer,,
1846,rosa schilling,"[{'var': 'rosa schilling', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rosa,,,Schilling,,
1847,sam schilling,"[{'var': 'sam schilling', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sam,,,Schilling,,
1848,neitan schliff,"[{'var': 'neitan schliff', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Neitan,,,Schliff,,
1849,isaac schlossberg,"[{'var': 'isaac schlossberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Isaac,,,Schlossberg,,
1850,shlomo schneider,"[{'var': 'shlomo schneider', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shlomo,,,Schneider,,
1851,rae schneier,"[{'var': 'rae schneier', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rae,,,Schneier,,
1852,samuel s. schneier,"[{'var': 'samuel s. schneier', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Samuel,S.,,Schneier,,
1853,louis schnitzer,"[{'var': 'louis schnitzer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Louis,,,Schnitzer,,
1854,david schoenholtz,"[{'var': 'david schoenholtz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Schoenholtz,,
1855,anshel schorr,"[{'var': 'anshel schorr', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Anshel,,,Schorr,,
1856,baruch schorr,"[{'var': 'baruch schorr', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Baruch,,,Schorr,,
1857,yehoshua heshel schorr,"[{'var': 'yehoshua heshel schorr', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yehoshua,Heshel,,Schorr,,
1858,zelig schorr,"[{'var': 'zelig schorr', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Zelig,,,Schorr,,
1859,nathan schulman,"[{'var': 'nathan schulman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Nathan,,,Schulman,,
1860,adela schwartz,"[{'var': 'adela schwartz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Adela,,,Schwartz,,
1861,fannie schwartz,"[{'var': 'fannie schwartz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Fannie,,,Schwartz,,
1862,leah schwartz,"[{'var': 'leah schwartz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leah,,,Schwartz,,
1863,margareta schwartz,"[{'var': 'margareta schwartz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Margareta,,,Schwartz,,
1864,maurice schwartz,"[{'var': 'maurice schwartz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Maurice,,,Schwartz,,
1865,meyer schwartz,"[{'var': 'meyer schwartz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Meyer,,,Schwartz,,
1866,mordechai schwartz,"[{'var': 'mordechai schwartz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Mordechai,,,Schwartz,,
1867,sam schwartz,"[{'var': 'sam schwartz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sam,,,Schwartz,,
1868,joseph schwartzberg,"[{'var': 'joseph schwartzberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Joseph,,,Schwartzberg,,
1869,mark schweid,"[{'var': 'mark schweid', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Mark,,,Schweid,,
1870,zvi scooler,"[{'var': 'zvi scooler', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Zvi,,,Scooler,,
1871,sholom secunda,"[{'var': 'sholom secunda', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sholom,,,Secunda,,
1872,ben-tsion segal,"[{'var': 'ben-tsion segal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Tsion,,Ben-Tsion,Segal,,
1873,betty segal,"[{'var': 'betty segal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Betty,,,Segal,,
1874,boris segal,"[{'var': 'boris segal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Boris,,,Segal,,
1875,chaya segal,"[{'var': 'chaya segal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chaya,,,Segal,,
1876,albert segalesko,"[{'var': 'albert segalesko', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Albert,,,Segalesko,,
1877,amalia segalesko,"[{'var': 'amalia segalesko', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Amalia,,,Segalesko,,
1878,chaim meir segalesko,"[{'var': 'chaim meir segalesko', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chaim,Meir,,Segalesko,,
1879,mordechai segalesko,"[{'var': 'mordechai segalesko', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Mordechai,,,Segalesko,,
1880,nakhum segalovitsh,"[{'var': 'nakhum segalovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Nakhum,,,Segalovitsh,,
1881,clara segalowitch,"[{'var': 'clara segalowitch', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Clara,,,Segalowitch,,
1882,zusman segalowitch,"[{'var': 'zusman segalowitch', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Zusman,,,Segalowitch,,
1883,leon seidenberg,"[{'var': 'leon seidenberg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leon,,,Seidenberg,,
1884,marvin l. seiger,"[{'var': 'marvin l. seiger', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Marvin,L.,,Seiger,,
1885,sheyne rokhl semkoff,"[{'var': 'sheyne rokhl semkoff', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sheyne,Rokhl,,Semkoff,,
1886,sender badkhan,"[{'var': 'sender badkhan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sender,,,Badkhan,,
1887,iser sendik,"[{'var': 'iser sendik', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Iser,,,Sendik,,
1888,yakov serbsky,"[{'var': 'yakov serbsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yakov,,,Serbsky,,
1889,yenta serdatski,"[{'var': 'yenta serdatski', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yenta,,,Serdatski,,
1890,muni serebrov,"[{'var': 'muni serebrov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Muni,,,Serebrov,,
1891,b. sereny,"[{'var': 'b. sereny', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,B.,,,Sereny,,
1892,herman serotsky,"[{'var': 'herman serotsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Herman,,,Serotsky,,
1893,sevilla,"[{'var': 'sevilla', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Sevilla,,
1894,max seyger,"[{'var': 'max seyger', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Max,,,Seyger,,
1895,genya shapira,"[{'var': 'genya shapira', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Genya,,,Shapira,,
1896,anna shapiro,"[{'var': 'anna shapiro', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Anna,,,Shapiro,,
1897,charles shapiro,"[{'var': 'charles shapiro', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Charles,,,Shapiro,,
1898,fime shapiro,"[{'var': 'fime shapiro', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Fime,,,Shapiro,,
1899,liza shapiro,"[{'var': 'liza shapiro', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Liza,,,Shapiro,,
1900,moshe shapiro,"[{'var': 'moshe shapiro', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Shapiro,,
1901,pinchas shapiro,"[{'var': 'pinchas shapiro', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Pinchas,,,Shapiro,,
1902,sani shapiro,"[{'var': 'sani shapiro', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sani,,,Shapiro,,
1903,david sharavner,"[{'var': 'david sharavner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Sharavner,,
1904,sonia sharavner,"[{'var': 'sonia sharavner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sonia,,,Sharavner,,
1905,jacob shargel,"[{'var': 'jacob shargel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jacob,,,Shargel,,
1906,yehuda hersh shayak,"[{'var': 'yehuda hersh shayak', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yehuda,Hersh,,Shayak,,
1907,dina shayevitsh,"[{'var': 'dina shayevitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Dina,,,Shayevitsh,,
1908,israel shayevitsh,"[{'var': 'israel shayevitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Israel,,,Shayevitsh,,
1909,ester shefner,"[{'var': 'ester shefner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ester,,,Shefner,,
1910,malka shefner,"[{'var': 'malka shefner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Malka,,,Shefner,,
1911,shmuel shefner,"[{'var': 'shmuel shefner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shmuel,,,Shefner,,
1912,yakov shefner,"[{'var': 'yakov shefner', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yakov,,,Shefner,,
1913,shmuel sheftel,"[{'var': 'shmuel sheftel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shmuel,,,Sheftel,,
1914,jack sheikevitz,"[{'var': 'jack sheikevitz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jack,,,Sheikevitz,,
1915,nina sheikevitz,"[{'var': 'nina sheikevitz', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Nina,,,Sheikevitz,,
1916,aaron shekhter,"[{'var': 'aaron shekhter', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Aaron,,,Shekhter,,
1917,manuel shekhtman,"[{'var': 'manuel shekhtman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Manuel,,,Shekhtman,,
1918,yakov shekhtman,"[{'var': 'yakov shekhtman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yakov,,,Shekhtman,,
1919,moshe shemesh,"[{'var': 'moshe shemesh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Shemesh,,
1920,dovid [?] shenkman,"[{'var': 'dovid [?] shenkman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Dovid,,,Shenkman,,
1921,yosele shenkman,"[{'var': 'yosele shenkman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Yosele,,,Shenkman,,
1922,zigmund shenkman,"[{'var': 'zigmund shenkman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Zigmund,,,Shenkman,,
1923,iza sherf,"[{'var': 'iza sherf', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Iza,,,Sherf,,
1924,ester sher-grin,"[{'var': 'ester sher-grin', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ester,,,Sher-Grin,,
1925,anna sherman,"[{'var': 'anna sherman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Anna,,,Sherman,,
1926,david sherman,"[{'var': 'david sherman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,David,,,Sherman,,
1927,pinchas sherman,"[{'var': 'pinchas sherman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Pinchas,,,Sherman,,
1928,clementina shermel,"[{'var': 'clementina shermel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Clementina,,,Shermel,,
1929,shevtolovitsh,"[{'var': 'shevtolovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Shevtolovitsh,,
1930,manya sheyn,"[{'var': 'manya sheyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Manya,,,Sheyn,,
1931,rivka shiller,"[{'var': 'rivka shiller', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rivka,,,Shiller,,
1932,shimansky,"[{'var': 'shimansky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Shimansky,,
1933,shimele der heyzeriker,"[{'var': 'shimele der heyzeriker', 'src': 'ds', 'lang': 'en'}]",['en'],,,der,,,,,,,,Shimele,,,Heyzeriker,,
1934,shkliar,"[{'var': 'shkliar', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Shkliar,,
1935,shlomo shlakman,"[{'var': 'shlomo shlakman', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shlomo,,,Shlakman,,
1936,adolf shliferstein,"[{'var': 'adolf shliferstein', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Adolf,,,Shliferstein,,
1937,nekhemya shmayen,"[{'var': 'nekhemya shmayen', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Nekhemya,,,Shmayen,,
1938,shmayle der hozeriker,"[{'var': 'shmayle der hozeriker', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,der hozeriker,,Shmayle,,,,,
1939,moshe shmuelzon,"[{'var': 'moshe shmuelzon', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Shmuelzon,,
1940,shmuliak,"[{'var': 'shmuliak', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shmuliak,,,Shmuliak,,
1941,markus shneck,"[{'var': 'markus shneck', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Markus,,,Shneck,,
1942,chaim shneyer,"[{'var': 'chaim shneyer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chaim,,,Shneyer,,
1943,benny shoengold,"[{'var': 'benny shoengold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Benny,,,Shoengold,,
1944,clara shoengold,"[{'var': 'clara shoengold', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Clara,,,Shoengold,,
1945,abraham s. shomer,"[{'var': 'abraham s. shomer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Abraham,S.,,Shomer,,
1946,shomer,"[{'var': 'shomer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Shomer,,,,,
1947,rose shoshana,"[{'var': 'rose shoshana', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rose,,,Shoshana,,
1948,augusta shoyder,"[{'var': 'augusta shoyder', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Augusta,,,Shoyder,,
1949,adolph shrage,"[{'var': 'adolph shrage', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Adolph,,,Shrage,,
1950,kh. shrage,"[{'var': 'kh. shrage', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Kh.,,,Shrage,,
1951,moshe shtabziv,"[{'var': 'moshe shtabziv', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Shtabziv,,
1952,shtepler,"[{'var': 'shtepler', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Shtepler,,
1953,sammy shternbakh,"[{'var': 'sammy shternbakh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sammy,,,Shternbakh,,
1954,eva shtokfeder,"[{'var': 'eva shtokfeder', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Eva,,,Shtokfeder,,
1955,ferdinand shtoyb,"[{'var': 'ferdinand shtoyb', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ferdinand,,,Shtoyb,,
1956,leon shtrasfogel,"[{'var': 'leon shtrasfogel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Leon,,,Shtrasfogel,,
1957,chona shtrudler,"[{'var': 'chona shtrudler', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Chona,,,Shtrudler,,
1958,boris markovich shtsherbakov,"[{'var': 'boris markovich shtsherbakov', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Boris,Markovich,,Shtsherbakov,,
1959,lyuba shub,"[{'var': 'lyuba shub', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Lyuba,,,Shub,,
1960,moshe shulweis,"[{'var': 'moshe shulweis', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Shulweis,,
1961,fela shumsky,"[{'var': 'fela shumsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Fela,,,Shumsky,,
1962,wolf shumsky,"[{'var': 'wolf shumsky', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Wolf,,,Shumsky,,
1963,berta shurek,"[{'var': 'berta shurek', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Berta,,,Shurek,,
1964,dovid shvartsbard,"[{'var': 'dovid shvartsbard', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Dovid,,,Shvartsbard,,
1965,gustav shvartsbard,"[{'var': 'gustav shvartsbard', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Gustav,,,Shvartsbard,,
1966,regina shvartsbard,"[{'var': 'regina shvartsbard', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Regina,,,Shvartsbard,,
1967,isak shvets,"[{'var': 'isak shvets', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Isak,,,Shvets,,
1968,moshe shveylikh,"[{'var': 'moshe shveylikh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Shveylikh,,
1969,nina sibirtseva,"[{'var': 'nina sibirtseva', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Nina,,,Sibirtseva,,
1970,sidelska,"[{'var': 'sidelska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,Sidelska,,
1971,sally siegel,"[{'var': 'sally siegel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sally,,,Siegel,,
1972,william siegel,"[{'var': 'william siegel', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,William,,,Siegel,,
1973,malvina sierotzka,"[{'var': 'malvina sierotzka', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Malvina,,,Sierotzka,,
1974,albertina siftser,"[{'var': 'albertina siftser', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Albertina,,,Siftser,,
1975,paulina siftser,"[{'var': 'paulina siftser', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Paulina,,,Siftser,,
1976,a. sigal,"[{'var': 'a. sigal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,A.,,,Sigal,,
1977,ben-zion sigal,"[{'var': 'ben-zion sigal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Zion,,Ben-Zion,Sigal,,
1978,lena sigalovska,"[{'var': 'lena sigalovska', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Lena,,,Sigalovska,,
1979,hersh leyb sigeter,"[{'var': 'hersh leyb sigeter', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Hersh,Leyb,,Sigeter,,
1980,sam silberbush,"[{'var': 'sam silberbush', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sam,,,Silberbush,,
1981,morris silberkasten,"[{'var': 'morris silberkasten', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Morris,,,Silberkasten,,
1982,jacob silbert,"[{'var': 'jacob silbert', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Jacob,,,Silbert,,
1983,liza silbert,"[{'var': 'liza silbert', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Liza,,,Silbert,,
1984,rosa silbert,"[{'var': 'rosa silbert', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Rosa,,,Silbert,,
1985,teodor-herzl silbert,"[{'var': 'teodor-herzl silbert', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Teodor-Herzl,,,Silbert,,
1986,simkhevesosen,"[{'var': 'simkhevesosen', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Simkhev,,,Sosen,,
1987,simon,"[{'var': 'simon', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Simon,,,,,
1988,mae simon,"[{'var': 'mae simon', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Mae,,,Simon,,
1989,mrs. simon,"[{'var': 'mrs. simon', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,Mrs.,,,,,,,Simon,,
1990,betty simonoff,"[{'var': 'betty simonoff', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Betty,,,Simonoff,,
1991,moshe simonoff,"[{'var': 'moshe simonoff', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Moshe,,,Simonoff,,
1992,avraham simovitsh,"[{'var': 'avraham simovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Avraham,,,Simovitsh,,
1993,regina simovitsh,"[{'var': 'regina simovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Regina,,,Simovitsh,,
1994,sholem simovitsh,"[{'var': 'sholem simovitsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Sholem,,,Simovitsh,,
1995,abe sincoff,"[{'var': 'abe sincoff', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Abe,,,Sincoff,,
1996,frances sincoff,"[{'var': 'frances sincoff', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Frances,,,Sincoff,,
1997,fishel singer,"[{'var': 'fishel singer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Fishel,,,Singer,,
1998,ida singer,"[{'var': 'ida singer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Ida,,,Singer,,
1999,israel joshua singer,"[{'var': 'israel joshua singer', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,Israel,Joshua,,Singer,,
