id,title,name_parts,var_entries,langs,nisba,alternative-name,patronymic,surname,middle-name,matronymic,honorific,salutation,primary-name,appellation,professional-name,teknonym,acronym,given-name,qualifier
699,ytshk-tsby hlvy haalp`rn,"{""given-name"": ""ytshk-tsby"", ""surname"": ""haalp`rn"", ""patronymic"": ""hlvy""}","[{'var': 'ytshk-tsby hlvy haalp`rn', 'src': 'ds', 'lang': 'en'}]",['en'],,,הלוי,האַלפּערן,,,,,,,,,,יצחק-צבי,
700,l`aa haalp`rn,"{""given-name"": ""l`aa"", ""surname"": ""haalp`rn""}","[{'var': 'l`aa haalp`rn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האַלפּערן,,,,,,,,,,לעאָ,
701,mshh-lyyb haalp`rn,"{""given-name"": ""mshh-lyyb"", ""surname"": ""haalp`rn""}","[{'var': 'mshh-lyyb haalp`rn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האַלפּערן,,,,,,,,,,משה-לייב,
702,rhl haalts`r,"{""given-name"": ""rhl"", ""surname"": ""haalts`r""}","[{'var': 'rhl haalts`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האָלצער,,,,,,,,,,רחל,
703,dvd-gdlyh haambvrg`r,"{""given-name"": ""dvd-gdlyh"", ""surname"": ""haambvrg`r""}","[{'var': 'dvd-gdlyh haambvrg`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האַמבּורגער,,,,,,,,,,דוד-גדליה,
704,nyytaan haambvrg`r,"{""primary-name"": ""nyytaan haambvraag`r"", ""surname"": ""haambvrg`r""}","[{'var': 'nyytaan haambvrg`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האַמבּורגער,,,,,נייטאַן האַמבּוראַגער,,,,,,
705,byyl` (ary`l) haandpvs,"{""given-name"": ""byyl`"", ""alternative-name"": ""ary`l"", ""surname"": ""haandpvs""}","[{'var': 'byyl` (ary`l) haandpvs', 'src': 'ds', 'lang': 'en'}]",['en'],,אריעל,,האַנדפוס,,,,,,,,,,בּיילע,
706,yshkhr haandpvs,"{""primary-name"": ""yshkhr haandpvs"", ""given-name"": ""yshkhr"", ""surname"": ""haandpvs""}","[{'var': 'yshkhr haandpvs', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האַנדפוס,,,,,ישכר האַנדפוס,,,,,ישכר,
707,ytshk haanygmaan,"{""given-name"": ""ytshk"", ""surname"": ""haanygmaan""}","[{'var': 'ytshk haanygmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האָניגמאַן,,,,,,,,,,יצחק,
708,klaaraa (gaald`nb`rg) haanygmaan,"{""given-name"": ""klaaraa"", ""alternative-name"": ""gaald`nb`rg"", ""surname"": ""haanygmaan""}","[{'var': 'klaaraa (gaald`nb`rg) haanygmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,גאָלדענבּערג,,האָניגמאַן,,,,,,,,,,קלאַראַ,
709,mytsy haap`,"{""primary-name"": ""mytsy haap`""}","[{'var': 'mytsy haap`', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,מיצי האָפּע,,,,,,
710,haapmaan (?),"{""surname"": ""haapmaan""}","[{'var': 'haapmaan (?)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האָפמאַן,,,,,,,,,,,
711,l`aan haapmaan,"{""given-name"": ""l`aan"", ""surname"": ""haapmaan""}","[{'var': 'l`aan haapmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האָפמאַן,,,,,,,,,,לעאָן,
712,pavlyn haapmaan,"{""given-name"": ""pavlyn"", ""surname"": ""haapmaan""}","[{'var': 'pavlyn haapmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האָפמאַן,,,,,,,,,,פּאולין,
713,mshh haar,"{""given-name"": ""mshh"", ""surname"": ""haar""}","[{'var': 'mshh haar', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האַר,,,,,,,,,,משה,
714,aazyaas haaraavvyts,"{""primary-name"": ""aazyaas haarvvyts"", ""given-name"": ""aazyaas"", ""surname"": ""haarvvyts""}","[{'var': 'aazyaas haaraavvyts', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האָרוויץ,,,,,אָזיאַס האָרוויץ,,,,,אָזיאַס,
715,aytsykl haaraavvyts,"{""given-name"": ""aytsykl"", ""surname"": ""haaraavvyts""}","[{'var': 'aytsykl haaraavvyts', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האָראָוויץ,,,,,,,,,,איציקל,
716,`dyt haaraavvyts-zylb`rmaan,"{""primary-name"": ""haaraavvyts-zylb`rmaan"", ""given-name"": ""`dyt"", ""surname"": ""haaraavvyts"", ""patronymic"": ""zylb`rmaan""}","[{'var': '`dyt haaraavvyts-zylb`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,זילבערמאַן,האָראָוויץ,,,,,האָראָוויץ-זילבערמאַן,,,,,עדיט,
717,ayyb (abrhm h`kht) haart,"{""primary-name"": ""ayyb"", ""given-name"": ""abrhm"", ""alternative-name"": ""ayyb"", ""surname"": ""h`kht""}","[{'var': 'ayyb (abrhm h`kht) haart', 'src': 'ds', 'lang': 'en'}]",['en'],,אייבּ,,העכט,,,,,אייבּ,,,,,אברהם,
718,b`rta (maahl`r) haart,"{""primary-name"": ""b`rta"", ""alternative-name"": ""maahl`r"", ""surname"": ""haart""}","[{'var': 'b`rta (maahl`r) haart', 'src': 'ds', 'lang': 'en'}]",['en'],,מאַהלער,,האַרט,,,,,בּערטא,,,,,,
719,b`rnaard (b`r) haart,"{""given-name"": ""b`rnaard"", ""alternative-name"": ""b`r"", ""surname"": ""haart""}","[{'var': 'b`rnaard (b`r) haart', 'src': 'ds', 'lang': 'en'}]",['en'],,בּער,,האַרט,,,,,,,,,,בערנאַרד,
720,h`rsh haart,"{""primary-name"": ""h`rsh haart""}","[{'var': 'h`rsh haart', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,הערש האַרט,,,,,,
721,sydny (yvsp h`rsh) haart,"{""primary-name"": ""sydny"", ""given-name"": ""yvsp"", ""alternative-name"": ""h`rsh"", ""surname"": ""haart""}","[{'var': 'sydny (yvsp h`rsh) haart', 'src': 'ds', 'lang': 'en'}]",['en'],,הערש,,האַרט,,,,,סידני,,,,,יוסף,
722,rvzshaa haarn,"{""primary-name"": ""rvzshaa haarn""}","[{'var': 'rvzshaa haarn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,רוזשאַ האָרן,,,,,,
723,nyytn h. haarnshtyyn,"{""given-name"": ""nyytn""}","[{'var': 'nyytn h. haarnshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,,,,,,נייטן,
724,hgdh pvn y`kyna,"{""primary-name"": ""hgdh pvn y`kyna"", ""nisba"": ""pvn""}","[{'var': 'hgdh pvn y`kyna', 'src': 'ds', 'lang': 'en'}]",['en'],פון,,,,,,,,הגדה פון יעקינא,,,,,,
725,astr (vvyynrvyb-haalp`rn) hdsh,"{""given-name"": ""astr"", ""alternative-name"": ""vvyynrvyb-haalp`rn"", ""appellation"": ""hdsh""}","[{'var': 'astr (vvyynrvyb-haalp`rn) hdsh', 'src': 'ds', 'lang': 'en'}]",['en'],,וויינרויב-האַלפּערן,,,,,,,,הדסה,,,,אסתר,
726,praap`saar mshh aysh hlvy,"{""given-name"": ""mshh"", ""surname"": ""hlvy"", ""matronymic"": ""aysh"", ""honorific"": ""praap`saar""}","[{'var': 'praap`saar mshh aysh hlvy', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הלוי,,איש,פּראָפעסאָר,,,,,,,משה,
727,shaarlaat` (shypr`) hvrvvyts,"{""primary-name"": ""shaarlaat`"", ""alternative-name"": ""shypr`"", ""surname"": ""hvrvvyts""}","[{'var': 'shaarlaat` (shypr`) hvrvvyts', 'src': 'ds', 'lang': 'en'}]",['en'],,שיפרע,,הורוויץ,,,,,שאַרלאָטע,,,,,,
728,(shmval h`kdyshmaan),"{""given-name"": ""shmval"", ""surname"": ""h`kdyshmaan""}","[{'var': '(shmval h`kdyshmaan)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,העקדישמאַן,,,,,,,,,,שמואל,
729,lvays (lvays h`rmaan) hyymaan,"{""primary-name"": ""lvays h`rmaan"", ""given-name"": ""lvays"", ""alternative-name"": ""lvays"", ""surname"": ""hyyman""}","[{'var': 'lvays (lvays h`rmaan) hyymaan', 'src': 'ds', 'lang': 'en'}]",['en'],,לואיס,,היימאן,,,,,לואיס הערמאַן,,,,,לואיס,
730,myny (`rnst) hyymaan,"{""given-name"": ""myny"", ""alternative-name"": ""`rnst"", ""surname"": ""hyyman""}","[{'var': 'myny (`rnst) hyymaan', 'src': 'ds', 'lang': 'en'}]",['en'],,ערנסט,,היימאן,,,,,,,,,,מיני,
731,mshh hyyn`-hyymaavvytsh,"{""given-name"": ""mshh"", ""surname"": ""hyyn`-hyymaavvytsh""}","[{'var': 'mshh hyyn`-hyymaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,היינע-חיימאָוויטש,,,,,,,,,,משה,
732,vvaald`maar hyynts`,"{""given-name"": ""vvaald`maar"", ""surname"": ""hyynts`""}","[{'var': 'vvaald`maar hyynts`', 'src': 'ds', 'lang': 'en'}]",['en'],,,,היינצע,,,,,,,,,,וואָלדעמאַר,
733,dbvrh (daar`l`) hylsb`rg,"{""given-name"": ""dbvrh"", ""alternative-name"": ""daar`l`"", ""surname"": ""hylsb`rg""}","[{'var': 'dbvrh (daar`l`) hylsb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,דאָרעלע,,הילסבּערג,,,,,,,,,,דבורה,
734,mrdkhy hylsb`rg,"{""primary-name"": ""mrdkhy hylsb`rg"", ""given-name"": ""mrdkhy"", ""surname"": ""hylsb`rg""}","[{'var': 'mrdkhy hylsb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הילסבּערג,,,,,מרדכי הילסבּערג,,,,,מרדכי,
735,dvd hyrsh,"{""given-name"": ""dvd"", ""surname"": ""hyrsh""}","[{'var': 'dvd hyrsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הירש,,,,,,,,,,דוד,
736,hyrshbyyn-trvp`,"{""surname"": ""hyrshbyyn"", ""nisba"": ""trvp`""}","[{'var': 'hyrshbyyn-trvp`', 'src': 'ds', 'lang': 'en'}]",['en'],טרופּע,,,הירשבּיין,,,,,,,,,,,
737,prts hyrshbyyn,"{""primary-name"": ""prts hyrshbyyn"", ""given-name"": ""prts"", ""surname"": ""hyrshbyyn""}","[{'var': 'prts hyrshbyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הירשבּיין,,,,,פּרץ הירשבּיין,,,,,פּרץ,
738,zlmn-lyyb hyrshp`ld,"{""primary-name"": ""hyrshp`ld"", ""given-name"": ""zlmn"", ""middle-name"": ""lyyb""}","[{'var': 'zlmn-lyyb hyrshp`ld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,לייבּ,,,,הירשפעלד,,,,,זלמן,
739,aannaa h`ld,"{""given-name"": ""aannah"", ""surname"": ""held""}","[{'var': 'aannaa h`ld', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הֵלְד,,,,,,,,,,אַננָה,
740,dvd h`lyn,"{""primary-name"": ""dvd h`lyn"", ""given-name"": ""dvd"", ""surname"": ""h`lyn""}","[{'var': 'dvd h`lyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,העלין,,,,,דוד העלין,,,,,דוד,
741,zyydl shmval-yhvdh h`lmaan,"{""primary-name"": ""h`lmaan"", ""given-name"": ""shmval-yhvdh"", ""surname"": ""zyydl""}","[{'var': 'zyydl shmval-yhvdh h`lmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,זיידל,,,,,העלמאַן,,,,,שמואל-יהודה,
742,aytsyk (h`rshkaavvytsh) h`l`r,"{""given-name"": ""aytsyk"", ""alternative-name"": ""h`rshkaavvytsh"", ""surname"": ""h`l`r""}","[{'var': 'aytsyk (h`rshkaavvytsh) h`l`r', 'src': 'ds', 'lang': 'en'}]",['en'],,הערשקאָוויטש,,העלער,,,,,,,,,,איציק,
743,dvd h`lpmaan,"{""primary-name"": ""h`lpmaan"", ""given-name"": ""dvd"", ""surname"": ""h`lpmaan""}","[{'var': 'dvd h`lpmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,העלפמאַן,,,,,העלפמאַן,,,,,דוד,
744,aal h`rys,"{""primary-name"": ""aal hhrys"", ""surname"": ""hhrys""}","[{'var': 'aal h`rys', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ההריס,,,,,אַל ההריס,,,,,,
745,myyraan t. h`ryk,"{""given-name"": ""myyrvn"", ""surname"": ""h`ryk""}","[{'var': 'myyraan t. h`ryk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,העריק,,,,,,,,,,מיירון,
746,dvd-mshh h`rmaalyn,"{""primary-name"": ""dvd-mshh"", ""given-name"": ""dvd"", ""middle-name"": ""mshh"", ""surname"": ""h`rmaazlyn""}","[{'var': 'dvd-mshh h`rmaalyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הערמאַזלין,משה,,,,דוד-משה,,,,,דוד,
747,mshh h`rmaalyn,"{""given-name"": ""mshh"", ""surname"": ""h`rmaalyn""}","[{'var': 'mshh h`rmaalyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הערמאַלין,,,,,,,,,,משה,
748,dvd h`rmaan,"{""primary-name"": ""dvd h`rmaan"", ""given-name"": ""dvd"", ""surname"": ""h`rmaan""}","[{'var': 'dvd h`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הערמאַן,,,,,דוד הערמאַן,,,,,דוד,
749,yvsp h`rts,"{""primary-name"": ""yvsp h`rts"", ""given-name"": ""yvsp"", ""surname"": ""h`rts""}","[{'var': 'yvsp h`rts', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הערץ,,,,,יוסף הערץ,,,,,יוסף,
750,yvsp h. hrb h`rts,"{""given-name"": ""yvsp"", ""appellation"": ""h`rts"", ""salutation"": ""hrb""}","[{'var': 'yvsp h. hrb h`rts', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,הרב,,הערץ,,,,יוסף,
751,shlvm h`rtsb`rg,"{""primary-name"": ""shlvm h`rtsb`rg"", ""given-name"": ""shlvm"", ""surname"": ""h`rtsb`rg""}","[{'var': 'shlvm h`rtsb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הערצבערג,,,,,שלום הערצבערג,,,,,שלום,
752,r`gyn` h`rtslyn,"{""primary-name"": ""r`gyn`"", ""surname"": ""h`rtslyn""}","[{'var': 'r`gyn` h`rtslyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הערצלין,,,,,רעגינע,,,,,,
753,h`rsh`l` aastaapaaly`r,"{""primary-name"": ""h`rsh`l`"", ""nisba"": ""aastaapaaly`r""}","[{'var': 'h`rsh`l` aastaapaaly`r', 'src': 'ds', 'lang': 'en'}]",['en'],אָסטאָפּאָליער,,,,,,,,הערשעלע,,,,,,
754,aytsyk h`rshkaavvytsh,"{""given-name"": ""aytsyk"", ""surname"": ""h`rshkaavvytsh""}","[{'var': 'aytsyk h`rshkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הערשקאָוויטש,,,,,,,,,,איציק,
755,`zra hrry,"{""given-name"": ""`zra"", ""surname"": ""hrry""}","[{'var': '`zra hrry', 'src': 'ds', 'lang': 'en'}]",['en'],,,,הררי,,,,,,,,,,עזרא,
756,bn-tsyvn vvaagn`r,"{""primary-name"": ""bn-tsyvn"", ""surname"": ""vvaagn`r"", ""patronymic"": ""bn-tsyvn""}","[{'var': 'bn-tsyvn vvaagn`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,בן-ציון,וואַגנער,,,,,בּן-ציון,,,,,,
757,h`rmaan (tsby) vvaahl,"{""primary-name"": ""h`rmaan"", ""alternative-name"": ""tsby"", ""surname"": ""vvaahl""}","[{'var': 'h`rmaan (tsby) vvaahl', 'src': 'ds', 'lang': 'en'}]",['en'],,צבי,,וואָהל,,,,,הערמאַן,,,,,,
758,yhvdh-lyyb vvaahlmaan,"{""given-name"": ""yhvdh-lyyb"", ""surname"": ""vaahlmaan""}","[{'var': 'yhvdh-lyyb vvaahlmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ואָהלמאַן,,,,,,,,,,יהודה-לייבּ,
759,yshral-m`yr vvaahlmaan,"{""given-name"": ""yshral-m`yr"", ""surname"": ""vvaahlmaan""}","[{'var': 'yshral-m`yr vvaahlmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואָהלמאַן,,,,,,,,,,ישראל-מעיר,
760,syymaan (shmhh) vvavlp,"{""given-name"": ""shmhh"", ""alternative-name"": ""syymvn"", ""surname"": ""vvavlp""}","[{'var': 'syymaan (shmhh) vvavlp', 'src': 'ds', 'lang': 'en'}]",['en'],,סיימון,,וואולף,,,,,,,,,,שמחה,
761,gavva vvay,"{""primary-name"": ""gavva vvay""}","[{'var': 'gavva vvay', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,גאווא וואי,,,,,,
762,yvsp vvaakht`l,"{""given-name"": ""yvsp"", ""surname"": ""vakhtel""}","[{'var': 'yvsp vvaakht`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וָכְטֶל,,,,,,,,,,יוסף,
763,h`rsh vvaalaazshyn`r,"{""primary-name"": ""h`rsh vvyavlvz'yn`r"", ""surname"": ""vvlaz'yn"", ""nisba"": ""vvlaz'yn`r""}","[{'var': 'h`rsh vvaalaazshyn`r', 'src': 'ds', 'lang': 'en'}]",['en'],וולאז׳ינער,,,וולאז׳ין,,,,,הערש וויאולוז׳ינער,,,,,,
764,m. vvaalg`shaap`n,"{""surname"": ""vvlgshapyn"", ""acronym"": ""m.""}","[{'var': 'm. vvaalg`shaap`n', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וולגשאפין,,,,,,,,,מ.,,
765,ayt` vvaalh`ndl`r-krvyz`,"{""primary-name"": ""vvaalh`ndl`r-krvyz`"", ""given-name"": ""ayt`"", ""surname"": ""vvaalh`ndl`r"", ""nisba"": ""krvyz`""}","[{'var': 'ayt` vvaalh`ndl`r-krvyz`', 'src': 'ds', 'lang': 'en'}]",['en'],קרויזע,,,וואָלהענדלער,,,,,וואָלהענדלער-קרויזע,,,,,איטע,
766,paalyaa (shryyd`r) vvaalt`r,"{""primary-name"": ""vvltar"", ""alternative-name"": ""paalyaa"", ""surname"": ""vvalt`r""}","[{'var': 'paalyaa (shryyd`r) vvaalt`r', 'src': 'ds', 'lang': 'en'}]",['en'],,פּאָליאַ,,וואלטער,,,,,וולטאר,,,,,,
767,dzsh`ny vvaaly`r,"{""given-name"": ""dzsh`ny"", ""surname"": ""vvaaly`r""}","[{'var': 'dzsh`ny vvaaly`r', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואַליער,,,,,,,,,,דזשעני,
768,astr (gaaldshtyyn) vvaal`rshtyyn,"{""given-name"": ""astr"", ""alternative-name"": ""gaaldshtyyn"", ""surname"": ""vvaal`rshtyyn""}","[{'var': 'astr (gaaldshtyyn) vvaal`rshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,גאָלדשטיין,,וואַלערשטיין,,,,,,,,,,אסתר,
769,b`ny vvaal`rshtyyn,"{""given-name"": ""b`ny"", ""surname"": ""vvaal`rshtyyn""}","[{'var': 'b`ny vvaal`rshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואַלערשטיין,,,,,,,,,,בּעני,
770,hyymy vvaal`rshtyyn,"{""primary-name"": ""hyymy vvaal`rshtyyn"", ""given-name"": ""hyymy"", ""surname"": ""vvaal`rshtyyn""}","[{'var': 'hyymy vvaal`rshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואַלערשטיין,,,,,היימי וואַלערשטיין,,,,,היימי,
771,savl vvaal`rshtyyn,"{""given-name"": ""savl"", ""surname"": ""vvaal`rshtyyn""}","[{'var': 'savl vvaal`rshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואַלערשטיין,,,,,,,,,,סאול,
772,`laa (g`shpaas) vvaal`rshtyyn,"{""given-name"": ""`laa"", ""alternative-name"": ""g`shpaas"", ""surname"": ""vvaal`rshtyyn""}","[{'var': '`laa (g`shpaas) vvaal`rshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,געשפּאַס,,וואַלערשטיין,,,,,,,,,,עלאַ,
773,raazaa vvaal`rshtyyn,"{""given-name"": ""raazaa"", ""surname"": ""vvaal`rshtyyn""}","[{'var': 'raazaa vvaal`rshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואַלערשטיין,,,,,,,,,,ראָזאַ,
774,aarthvr vvaalp,"{""given-name"": ""aarthvr"", ""surname"": ""vvaalp""}","[{'var': 'aarthvr vvaalp', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואָלף,,,,,,,,,,אַרטהור,
775,pr`nk vvaalp,"{""primary-name"": ""pr`nk vvaalp"", ""given-name"": ""pr`nk"", ""surname"": ""vvaalp""}","[{'var': 'pr`nk vvaalp', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואָלף,,,,,פרענק וואָלף,,,,,פרענק,
776,y`kb-mrdkhy vvaalpzaahn,"{""primary-name"": ""vaalpzaahn"", ""given-name"": ""y`kb-mrdkhy"", ""surname"": ""voolpzaahn""}","[{'var': 'y`kb-mrdkhy vvaalpzaahn', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וோלפזאָהן,,,,,ואָלפזאָהן,,,,,יעקב-מרדכי,
777,p`sy` vvaalpyn`,"{""given-name"": ""p`sy`"", ""surname"": ""vaalpyn`""}","[{'var': 'p`sy` vvaalpyn`', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ואָלפינע,,,,,,,,,,פּעסיע,
778,ahrn vvaalpszaahn haall`,"{""given-name"": ""ahrn"", ""surname"": ""vaalpszaahn"", ""appellation"": ""haall`""}","[{'var': 'ahrn vvaalpszaahn haall`', 'src': 'ds', 'lang': 'en'}]",['en'],,,,ואָלפסזאָהן,,,,,,האַללע,,,,אהרן,
779,abrhm vvaalpstaat,"{""given-name"": ""abrhm"", ""surname"": ""vvaalpstaat""}","[{'var': 'abrhm vvaalpstaat', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואָלפסטאַט,,,,,,,,,,אברהם,
780,hna vvaalpstaal,"{""primary-name"": ""hna vvaalpstaal"", ""given-name"": ""hna"", ""surname"": ""vvaalpstaal""}","[{'var': 'hna vvaalpstaal', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואָלפסטאַל,,,,,חנא וואָלפסטאַל,,,,,חנא,
781,abrhm vvalpshtat,"{""given-name"": ""abrhm"", ""surname"": ""vvalpshtat""}","[{'var': 'abrhm vvalpshtat', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואלפשטאט,,,,,,,,,,אברהם,
782,mysh` vvaas`ryykh,"{""surname"": ""vvaas`ryykh""}","[{'var': 'mysh` vvaas`ryykh', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואַסערייך,,,,,,,,,,,
783,astr vvaaksmaan,"{""given-name"": ""astr"", ""surname"": ""vvaksmaan""}","[{'var': 'astr vvaaksmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואקסמאַן,,,,,,,,,,אסתר,
784,b`rl vvaaksmaan,"{""primary-name"": ""vvaksmaan"", ""given-name"": ""b`rl"", ""surname"": ""vvaksmaan""}","[{'var': 'b`rl vvaaksmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואקסמאַן,,,,,וואקסמאַן,,,,,בערל,
785,maarys (mshh dvd) vvaaksmaan,"{""given-name"": ""mshh"", ""alternative-name"": ""maarys"", ""middle-name"": ""dvd"", ""surname"": ""vvksmn""}","[{'var': 'maarys (mshh dvd) vvaaksmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,מאָריס,,ווקסמן,דוד,,,,,,,,,משה,
786,raazaa (rhl dynt`npas) vvaaksmaan,"{""given-name"": ""raazaa"", ""alternative-name"": ""rhl"", ""middle-name"": ""dynt`npas"", ""surname"": ""vvaaksmaan""}","[{'var': 'raazaa (rhl dynt`npas) vvaaksmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,רחל,,וואָקסמאַן,דינטענפאס,,,,,,,,,ראָזאַ,
787,vvaaraab`ytshyk,"{""surname"": ""vvaaraab`ytshyk""}","[{'var': 'vvaaraab`ytshyk', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואָראָבּעיטשיק,,,,,,,,,,,
788,(yhvdyt haab`rmaan),"{""given-name"": ""yhvdyt"", ""surname"": ""haab`rmaan""}","[{'var': '(yhvdyt haab`rmaan)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,האַבערמאַן,,,,,,,,,,יהודית,
789,lyzaa vvaaraan,"{""given-name"": ""lyzaa"", ""surname"": ""vvaaraan""}","[{'var': 'lyzaa vvaaraan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואַראָן,,,,,,,,,,ליזאַ,
790,dvd (raaz`np`ld) vvaardy,"{""given-name"": ""dvd"", ""alternative-name"": ""raaz`np`ld"", ""surname"": ""vvaardy""}","[{'var': 'dvd (raaz`np`ld) vvaardy', 'src': 'ds', 'lang': 'en'}]",['en'],,ראָזענפעלד,,וואַרדי,,,,,,,,,,דוד,
791,vvaardy-yaa`lyt-t`aat`r-stvdya,"{""primary-name"": ""vvaardy-yaa`lyt"", ""professional-name"": ""t`aat`r-stvdya""}","[{'var': 'vvaardy-yaa`lyt-t`aat`r-stvdya', 'src': 'ds', 'lang': 'en'}]",['en'],,,,,,,,,וואַרדי-יאָעליט,,טעאַטער-סטודיא,,,,
792,yhzkal vvaartsmaan,"{""given-name"": ""yhzkal"", ""surname"": ""vvaartsmaan""}","[{'var': 'yhzkal vvaartsmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואָרטסמאַן,,,,,,,,,,יחזקאל,
793,? vvaarmaan,"{""primary-name"": ""? vvaarmaan"", ""surname"": ""varmaan""}","[{'var': '? vvaarmaan', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וארמאַן,,,,,? וואַרמאַן,,,,,,
794,m. vvaark`l,"{""surname"": ""vvaark`l"", ""acronym"": ""m.""}","[{'var': 'm. vvaark`l', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וואַרקעל,,,,,,,,,מ.,,
795,(ays`raavvsky),"{""surname"": ""ays`raavvsky""}","[{'var': '(ays`raavvsky)', 'src': 'ds', 'lang': 'en'}]",['en'],,,,איסעראָווסקי,,,,,,,,,,,
796,pyyl (ays`raavvsky) vvaarshaavvsky,"{""primary-name"": ""pyyl"", ""alternative-name"": ""ays`raavvsky"", ""surname"": ""vvaarshaavvsky""}","[{'var': 'pyyl (ays`raavvsky) vvaarshaavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],,איסעראָווסקי,,וואַרשאַווסקי,,,,,פייל,,,,,,
797,mshh vvaarsh`,"{""given-name"": ""mshh"", ""surname"": ""v`rsh`""}","[{'var': 'mshh vvaarsh`', 'src': 'ds', 'lang': 'en'}]",['en'],,,,וערשע,,,,,,,,,,משה,
798,pryda (laapyn) vvyaalyn,"{""primary-name"": ""vvyaalyn"", ""given-name"": ""pryda"", ""alternative-name"": ""laapyn"", ""surname"": ""vvyaalyn""}","[{'var': 'pryda (laapyn) vvyaalyn', 'src': 'ds', 'lang': 'en'}]",['en'],,לאַפּין,,וויאַלין,,,,,וויאַלין,,,,,פרידא,
