id,title,var_entries,langs,lang,phoneme,primary-name,qualifier,patronymic,middle-name,professional-name,teknonym,matronymic,honorific,given-name,nisba,surname,alternative-name,salutation,appellation,acronym
325,h`nryk b`rl`vvy,"[{'var': 'h`nryk b`rl`vvy', 'src': 'ds', 'lang': 'en'}]",['en'],en,hnɻɪk bɻlvɪ,,,,,,,,,הענריק,,בערלעווי,,,,
326,h`nry (h`n`kh byyly) b`rmaan,"[{'var': 'h`nry (h`n`kh byyly) b`rmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,hnɻɪ hnk bˈaɪˈaɪlɪ bɻmn̩,,,,,,,,,הענרי,,בּערמאַן,הענעך בּיילי,,,
327,h`rman b`rman,"[{'var': 'h`rman b`rman', 'src': 'ds', 'lang': 'en'}]",['en'],en,həmən bɹmən,הערמאן בּערמאן,,,,,,,,,,בערמאן,,,,
328,mynaa b`rn,"[{'var': 'mynaa b`rn', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈaɪnəə bɻn,,,,,,,,,מינאַ,,בּערן,,,,
329,b`rl (taap) b`rnaard,"[{'var': 'b`rl (taap) b`rnaard', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɹɫ tˈææp bɻnəd,,,,,,,,,בּערל,,בּערנאַרד,טאָפּ,,,
330,h`l`n (lamp`l -- taapp) b`rnaardy,"[{'var': 'h`l`n (lamp`l -- taapp) b`rnaardy', 'src': 'ds', 'lang': 'en'}]",['en'],en,hɫ|eɪ|n læmpl ɻɻ tˈææp bɻnɑːdɪ,העלען,,,,,,,,,,בערנאַרדי,לאמפּעל,,,
331,b`rl (bvrshtyn) b`rnshtyyn,"[{'var': 'b`rl (bvrshtyn) b`rnshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɹɫ bəʃtɪn bɻnʃtɪɪn,,,,,,,,,בערל,,בערנשטיין,בורשטין,,,
332,sh. b`r(`)nshtyyn,"[{'var': 'sh. b`r(`)nshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃˈiː bɻnʃtɪɪn,,,,,,,,,ש.,,בערנשטיין,,,,
333,b`laa (blvm` zaabaaraa) b`rsan,"[{'var': 'b`laa (blvm` zaabaaraa) b`rsan', 'src': 'ds', 'lang': 'en'}]",['en'],en,blə blvm zˈɑːbɑːɑː bɻzn̩,,,,,,,,,בּעלאַ,,בּערסאן,בלומע זאַבאַראַ,,,
334,abrhm b`rkaavvytsh,"[{'var': 'abrhm b`rkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm bɻkˈɑːvɪtʃ,,,,,,,,,אברהם,,בערקאַוויטש,,,,
335,yvsp (yvzshbv) b`rkaavvytsh,"[{'var': 'yvsp (yvzshbv) b`rkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp jvzʃbv bɻkˈɑːvɪtʃ,,,,,,,,,יוסף,,בּערקאָוויטש,יוזשבו,,,
336,yhyal b`rkaavvytsh,"[{'var': 'yhyal b`rkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,jɪl̩ bɻkˈɑːvɪtʃ,בערקאָוויטש,,,,,,,,יחיאל,,בערקאָוויטש,,,,
337,ytshk-dvb b`rkaavvytsh,"[{'var': 'ytshk-dvb b`rkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,jtʃkdvb bɻkˈɑːvɪtʃ,,,,,,,,,יצחק-דוב,,בערקאָוויטש,,,,
338,lyyz`r b`rkaavvytsh,"[{'var': 'lyyz`r b`rkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪa|ɪzɜ˞ bɻkˈɑːvɪtʃ,לייזער בּערקאָוויטש,,,,,,,,לייזער,,בּערקאָוויטש,,,,
339,shrh b`rkaavvytsh,"[{'var': 'shrh b`rkaavvytsh', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃɜ˞ bɻkˈɑːvɪtʃ,,,,,,,,,שרה,,בערקאָוויטש,,,,
340,aydaa b`rkaavvskaa,"[{'var': 'aydaa b`rkaavvskaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪdə bɻkˈɑːvskɑː,,,,,,,,,אידאַ,,בערקאָווסקאַ,,,,
341,saly (shrh rbkh) b`sht`ndyg,"[{'var': 'saly (shrh rbkh) b`sht`ndyg', 'src': 'ds', 'lang': 'en'}]",['en'],en,səlɪ ʃɜ˞ bk bʃn̩dɪɡ,,,,,,,,,סאלי,,בעשטענדיג,שרה רבקה,,,
342,khyn` (pyshzaan) braagynskaa,"[{'var': 'khyn` (pyshzaan) braagynskaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,kɪn pa|ɪʃzɑːn bɻˈeɪɪd|ʒənskɑː,,,,,,,,,כינע,,בּראַגינסקאַ,פישזאָן,,,
343,braadsky,"[{'var': 'braadsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻˈeɪədskɪ,,,,,,,,,,,בראָדסקי,,,,
344,ahrn braadsky,"[{'var': 'ahrn braadsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈæɻn bɻˈeɪədskɪ,,,,,,,,,אהרן,,בּראָדסקי,,,,
345,mvsya bradsky,"[{'var': 'mvsya bradsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,mvzɪə bɻˈædskɪ,,,,,,,,,מוסיא,,בראדסקי,,,,
346,mshh braad`rzaahn,"[{'var': 'mshh braad`rzaahn', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh bɻˈeɪdɹzɑːn,,,,,,,,,משה,,בּראַדערזאָהן,,,,
347,brad`rzyng`r avn paalkszyng`r,"[{'var': 'brad`rzyng`r avn paalkszyng`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻˈɑːdəzɪŋɜ˞ əvn pˈæɔːkszɪŋɜ˞,,,,,פאָלקסזינגער,,,,,,,,,,
348,(mnhm-m`ndl braanshtyyn),"[{'var': '(mnhm-m`ndl braanshtyyn)', 'src': 'ds', 'lang': 'en'}]",['en'],en,nmmnl bɻˈeɪn̩ʃtɪɪn,,,,,,,,,מנחם-מענדל,,ברונשטין,,,,
349,kyyty (gytl baakaan) braavn,"[{'var': 'kyyty (gytl baakaan) braavn', 'src': 'ds', 'lang': 'en'}]",['en'],en,kˈɪɪtɪ dʒˈɪtl̩ bˈɑːkɑːn bɻˈeɪəvn,,,,,,,בּאַקאָן,,קייטי,,בּראַון,גיטל,,,
350,raaza (rhl ayzaksaan) bravn,"[{'var': 'raaza (rhl ayzaksaan) bravn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻˈæˈɑːzə rl ˈeɪzæksən̩ bɻˈeɪvn,,,,,,,,,ראָזא,,בּראון,רחל,,,
351,hnh braz,"[{'var': 'hnh braz', 'src': 'ds', 'lang': 'en'}]",['en'],en,hnh bɻˈeɪz,,,,,,,,,חנה,,בראז,,,,
352,abrhm h`rsh braalmaan,"[{'var': 'abrhm h`rsh braalmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm θʃ bɻˈeɪˈɑːmən̩,,,,,,,,,אברהם,,בראַלמאַן,הערש,,,
353,hyym braamb`rg,"[{'var': 'hyym braamb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈaɪˈɪm bɻˈeɪæmbɹg,בראָמבּערג,,,,,,,,חיים,,בראָמבּערג,,,,
354,dzshaan`t braandt,"[{'var': 'dzshaan`t braandt', 'src': 'ds', 'lang': 'en'}]",['en'],en,dzʃeɪənt bɻˈeɪn̩t,,,,,,,,,דזשאַנעט,,בּראַנדט,,,,
355,"lvay (""maat`l`"") braandt","[{'var': 'lvay (""maat`l`"") braandt', 'src': 'ds', 'lang': 'en'}]",['en'],en,lveɪ mˈæˈæl bɻˈeɪn̩t,,,,,,,,,לואי,,בּרנדט,מאָטעלע,,,
356,shavl braand`s,"[{'var': 'shavl braand`s', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃˈeɪvl bɻˈeɪændz,,,,,,,,,שאול,,בראַנדעס,,,,
357,yvsp (smaalnyk) braand`skaa,"[{'var': 'yvsp (smaalnyk) braand`skaa', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp smˈæl̩ɪk bɻˈeɪˈɒnkɑː,,,,,,,,,יוסף,,בּראַנדעסקאָ,סמאָלניק,,,
358,s`m (yaakvbaavvytsh) bran`sky,"[{'var': 's`m (yaakvbaavvytsh) bran`sky', 'src': 'ds', 'lang': 'en'}]",['en'],en,sm jˈeɪvbˈɑːvɪtʃ bɻˈænskɪ,בראנעסקי,,,,,,,,סעם,,,יאַקובאָוויטש,,,
359,astr (stalarskaya) braanshtyyn,"[{'var': 'astr (stalarskaya) braanshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,æsɜ˞ stˈeɪləskˈaɪə bɻˈeɪn̩ʃtɪɪn,,,,,,,,,אסתר,,בראָנשטיין,סטאלארסקאיא,,,
360,dvd braanshtyyn,"[{'var': 'dvd braanshtyyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvd bɻˈeɪn̩ʃtɪɪn,,,,,,,,,דוד,,בּראָנשטיין,,,,
361,mayr braap,"[{'var': 'mayr braap', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈeɪɜ˞ bɻˈeɪæp,,,,,,,,,מאיר,,בּראַף,,,,
362,khtryal brvyda,"[{'var': 'khtryal brvyda', 'src': 'ds', 'lang': 'en'}]",['en'],en,ktɻɪəl bɻvɪdə,,,,,,,,,כתריאל,,ברוידא,,,,
363,m. z. (myy`r grvzny) brvyda,"[{'var': 'm. z. (myy`r grvzny) brvyda', 'src': 'ds', 'lang': 'en'}]",['en'],en,m z mˈɪəɜ˞ ɡɻvznɪ bɻvɪdə,,,,,,,,מ. ז.,,,ברוידא,מייער גרוזני,,,
364,yvsp brvydy,"[{'var': 'yvsp brvydy', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp bɻvɪdɪ,,,,,,,,,יוסף,,ברוידי,,,,
365,brvyd`,"[{'var': 'brvyd`', 'src': 'ds', 'lang': 'en'}]",['en'],en,bɻvɪd,ברוידע,,,,,,,,,,ברוידע,,,,
366,shmhh brvyd`,"[{'var': 'shmhh brvyd`', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmhh bɻvɪd,,,,,,,,,שמחה,,ברוידע,,,,
367,ytshk brvyd`s,"[{'var': 'ytshk brvyd`s', 'src': 'ds', 'lang': 'en'}]",['en'],en,jtʃk bɻvɪdz,,,,,,,,,יצחק,,ברוידעס,,,,
368,dvd brvyn,"[{'var': 'dvd brvyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvd bɻvɪn,,,,,,,,,דוד,,ברוין,,,,
369,aytshl) (ytshk,"[{'var': 'aytshl) (ytshk', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪtʃl jtʃk,,,,,,,,,יצחק,,,איטשל,,,
370,plaataan brvnaavv,"[{'var': 'plaataan brvnaavv', 'src': 'ds', 'lang': 'en'}]",['en'],en,plˈɑːtn̩ bɻvnˈæv,,,,,,,,,פּלאַטון,,ברונאו,,,,
371,dvd brydzsh`r,"[{'var': 'dvd brydzsh`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvd bɻɪdzʃɜ˞,,,,,,,,,דוד,,בּרידזשער,,,,
372,aannaa bryh,"[{'var': 'aannaa bryh', 'src': 'ds', 'lang': 'en'}]",['en'],en,əˈænəə bɻɪh,,,,,,,,,אַננאַ,,בּריה,,,,
373,pavl bryytman,"[{'var': 'pavl bryytman', 'src': 'ds', 'lang': 'en'}]",['en'],en,pˈeɪvl bɻɪɪtmən,,,,,,,,,פּאול,,ברייטמאן,,,,
374,(lyp) ytshk-lyp` bryl,"[{'var': '(lyp) ytshk-lyp` bryl', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪp jtʃklɪp bɻɪl,,,,ליפּע,,,,,יצחק,,בריל,ליפּ,,,
375,alya (gaald` zyydlyn) bryn,"[{'var': 'alya (gaald` zyydlyn) bryn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈælɪə ɡˈæɔːld za|ɪɪdlɪn bɻɪn,אליא,,,,,,זיידלין,,,,ברין,גאָלדע,,,
376,raaza (shklyarzsh) bryn,"[{'var': 'raaza (shklyarzsh) bryn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻˈæˈɑːzə ʃkljəzʃ bɻɪn,שקליארזש,,,,,,,,ראָזא,,בּרין,,,,
377,shlvm bryn,"[{'var': 'shlvm bryn', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃlvm bɻɪn,,,,,,,,,שלום,,ברין,,,,
378,hyym brysmaan,"[{'var': 'hyym brysmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,hˈaɪˈɪm brɪsmn̩,,,,,,,,,חיים,,בריסמאַן,,,,
379,shrh br`z,"[{'var': 'shrh br`z', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃɜ˞ bɻz,,,,,,,,,שרה,,ברעז,,,,
380,`gaan br`kh`r,"[{'var': '`gaan br`kh`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɡˈæn̩ bɻkɜ˞,עגאָן בּרעכער,,,,,,,עגאָן,,,ברעכער,,,,
381,abrhm br`n,"[{'var': 'abrhm br`n', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm bɻn,,,,,,,,,אברהם,,ברען,,,,
382,yvsp hyym br`n`r,"[{'var': 'yvsp hyym br`n`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,jv|ˈɜːsp hˈaɪˈɪm bɻn|jə|ɜ˞,,,,חיים,,,,,יוסף,,ברענער,,,,
383,ytshk brkstaavvytsky,"[{'var': 'ytshk brkstaavvytsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,jtʃk bɻkstˈævɪtskɪ,,,,,,,,,יצחק,,ברקסטאָוויצקי,,,,
384,shmval-nysn gaadyn`r,"[{'var': 'shmval-nysn gaadyn`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃmvl̩nɪsn ɡˈæe|ɪdɪnɜ˞,,,,,,,,,שמואל,,גאָדינער,ניסן,,,
385,vvlaadyslaavv gaadyk,"[{'var': 'vvlaadyslaavv gaadyk', 'src': 'ds', 'lang': 'en'}]",['en'],en,vle|ɪdɪslˈæv ɡˈæˈeɪdɪk,,,,,,,,,וולאַדיסלאַוו,,גאָדיק,,,,
386,maarkvs (m`nd`l`) gaazaavvsky,"[{'var': 'maarkvs (m`nd`l`) gaazaavvsky', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæˈɑːkvz mndl̩ ɡˈæəzˈɑːvskɪ,,,,,,,,,מאַרקוס,,גאַזווסקי,מענדעלע,,,
387,raazaa (paznyak) gaz`l,"[{'var': 'raazaa (paznyak) gaz`l', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻˈæəzɑː pˈæznjˈæk ɡəzl̩,,,,,,,,,ראָזאַ,,גאַזעל,פאזניאק,,,
388,abrhm-b`r gaatlaab`r,"[{'var': 'abrhm-b`r gaatlaab`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻmbɜ˞ ɡˈæˈæləbɜ˞,,,,בּער,,,,,אברהם,,גאָטלאָבּער,,,,
389,lvays syla gaatlyb,"[{'var': 'lvays syla gaatlyb', 'src': 'ds', 'lang': 'en'}]",['en'],en,lveɪz sˈɪlə ɡˈæˈælɪb,,,,סילא,,,,,לואיס,,גאָטליבּ,,,,
390,l`aan (lyybvsh-ahrn) gaatlyb,"[{'var': 'l`aan (lyybvsh-ahrn) gaatlyb', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɑːn lˈɪɪbvʃəhn ɡˈæˈælɪb,,,,,,,,,לעאָן,,גאָטליבּ,לייבוש-אהרן,,,
391,klaaraa (g`rshaavvytsh) gaatlyb,"[{'var': 'klaaraa (g`rshaavvytsh) gaatlyb', 'src': 'ds', 'lang': 'en'}]",['en'],en,klæɑːɑː ɡˈɑːʃˈævɪtʃ ɡˈæˈælɪb,,,,,,,,,קלאַראַ,,גאָטליבּ,גערשאָוויטש,,,
392,hna gaat`sp`ld,"[{'var': 'hna gaat`sp`ld', 'src': 'ds', 'lang': 'en'}]",['en'],en,hnə ɡˈæˈætspld,גאָטעספעלד,,,,,,,,חנא,,,,,,
393,pry`drykh vvylh`lm gaat`r,"[{'var': 'pry`drykh vvylh`lm gaat`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,pɻˈaɪdɻˈaɪk vɪlhm ɡˈæˈæɜ˞,פריעדריך ווילהעלם גאָטער,,,,,,,,ווילהעלם,,גאָטער,,,,
394,abrhm-ytshk gaatpryd,"[{'var': 'abrhm-ytshk gaatpryd', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻmjtʃk ɡˈæætpɻɪd,,,,יצחק,,,,,אברהם,,גאָטפריד,,,,
395,ayydl (`rlykh) gaatpryd,"[{'var': 'ayydl (`rlykh) gaatpryd', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪɪdl̩ lɪk ɡˈæætpɻɪd,,,,,,,,,איידל,,גאָטפריד,ערליך,,,
396,abrhm gakhansky,"[{'var': 'abrhm gakhansky', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm ɡˈɑːkˈɑːnskɪ,,,,,,,,,אברהם,,גאכאנסקי,,,,
397,mrym (mynd`) gakhansky,"[{'var': 'mrym (mynd`) gakhansky', 'src': 'ds', 'lang': 'en'}]",['en'],en,mɻɪm mˈaɪnd ɡˈɑːkˈɑːnskɪ,,,,,,,,,מרים,,גאכאנסקי,מינדע,,,
398,vvyktaar gaalaavvtshyn`r,"[{'var': 'vvyktaar gaalaavvtshyn`r', 'src': 'ds', 'lang': 'en'}]",['en'],en,vɪkɑː* ɡˈæəlˈɑːvtʃɪnɜ˞,,,,,,,,,וויקטאָר,,גאָלאָווטשינער,,,,
399,h`rmaan (hll gvrny) gaald,"[{'var': 'h`rmaan (hll gvrny) gaald', 'src': 'ds', 'lang': 'en'}]",['en'],en,hmən̩ hl ɡənɪ ɡˈæɔːld,הערמאַן,,,,,,,,,,גאָלד,הלל גורני,,,
400,zysh` gaald,"[{'var': 'zysh` gaald', 'src': 'ds', 'lang': 'en'}]",['en'],en,zɪʃ ɡˈæɔːld,,,,,,,,,זישע,,גאָלד,,,,
401,lyybvsh gaald,"[{'var': 'lyybvsh gaald', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈɪɪbvʃ ɡˈæɔːld,,,,,,,,,לייבּוש,,גאָלד,,,,
402,l`an (lyyb`l` gaaldvvaag) gaald,"[{'var': 'l`an (lyyb`l` gaaldvvaag) gaald', 'src': 'ds', 'lang': 'en'}]",['en'],en,lˈæn lˈɪˈaɪbl ɡˈæˈɔːldvˈɑːɡ ɡˈæɔːld,,,גאָלדוואָג,,,,,,לייבּעלע,,גאָלד,לעאן,,,
403,nyvsyaa (mysy daaldb`rg) gaald,"[{'var': 'nyvsyaa (mysy daaldb`rg) gaald', 'src': 'ds', 'lang': 'en'}]",['en'],en,nˈɪvzɪɑː mɪsɪ dˈæˈɔːldbɹg ɡˈæɔːld,,,,,,,,,ניוסיאַ,,גאָלד,מיסי,,,
404,st`laa (taalts` shtaalts`ngaald) gaald,"[{'var': 'st`laa (taalts` shtaalts`ngaald) gaald', 'src': 'ds', 'lang': 'en'}]",['en'],en,stlˈɑː tˈæˈɔːlts ʃtˈɔːltsŋˈɑːld ɡˈæɔːld,,,,,,,,,סטעלאַ,,גאָלד,טאָלצע שטאָלצענגאָלד,,,
405,tsyl` (tsbyh grvpt) gaald,"[{'var': 'tsyl` (tsbyh grvpt) gaald', 'src': 'ds', 'lang': 'en'}]",['en'],en,tsɪl tzbɪh ɡɻvˈɑː|t|mə|n|t ɡˈæɔːld,,,,,,,גרופט,,צביה,,גאָלד,צילע,,,
406,klaaraa (blaank) gaald,"[{'var': 'klaaraa (blaank) gaald', 'src': 'ds', 'lang': 'en'}]",['en'],en,klæɑːɑː blæŋk ɡˈæɔːld,קלאַראַ,,,,,,,,,,גאָלד,בלאַנק,,,
407,(mshh gaald`nblaat),"[{'var': '(mshh gaald`nblaat)', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃh ɡˈæˈɔːldnblɑː,,,,,,,,,משה,,גאָלדענבלאַט,,,,
408,abrhm gaaldb`rg,"[{'var': 'abrhm gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm ɡˈæˈɔːldbɹg,,,,,,,,,אברהם,,גאָלדבּערג,,,,
409,aytsh` gaaldb`rg,"[{'var': 'aytsh` gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪtʃ ɡˈæˈɔːldbɹg,,,,,,,,,איטשע,,גאָלדבּערג,,,,
410,ayyzyk gaaldb`rg,"[{'var': 'ayyzyk gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪa|ɪzɪk ɡˈæˈɔːldbɹg,,,,,,,,,אייזיק,,גאָלדבערג,,,,
411,dynh gaaldb`rg,"[{'var': 'dynh gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,dˈaɪnh ɡˈæˈɔːldbɹg,,,,,,,,,דינה,,גאָלדבּערג,,,,
412,h`rshl gaaldb`rg,"[{'var': 'h`rshl gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,θʃl ɡˈæˈɔːldbɹg,הערשל גאָלדבּערג,,,,,,,,הערשל,,גאָלדבּערג,,,,
413,yvdl gaaldb`rg,"[{'var': 'yvdl gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,jvdl̩ ɡˈæˈɔːldbɹg,,,,,,,,,יודל,,גאָלדבּערג,,,,
414,y`kb gaaldb`rg,"[{'var': 'y`kb gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkb ɡˈæˈɔːldbɹg,,,,,,,,,יעקב,,גאָלדבּערג,,,,
415,lvay gaaldb`rg,"[{'var': 'lvay gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,lveɪ ɡˈæˈɔːldbɹg,,,,,,,,,לואי,,גאָלדבּערג,,,,
416,lvays (lyybvsh) gaaldb`rg,"[{'var': 'lvays (lyybvsh) gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,lveɪz lˈɪɪbvʃ ɡˈæˈɔːldbɹg,,,,,,,,,לואיס,,גאָלדבּערג,לייבוש,,,
417,lyly gaaldb`rg,"[{'var': 'lyly gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,la|ɪlɪ ɡˈæˈɔːldbɹg,,,,,,,,,לילי,,גאָלדבּערג,,,,
418,maarys gaaldb`rg,"[{'var': 'maarys gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈæɛ|ərɪz ɡˈæˈɔːldbɹg,,,,,,,,,מאָריס,,גאָלדבּערג,,,,
419,mykhl gaaldb`rg,"[{'var': 'mykhl gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,mˈɪkl ɡˈæˈɔːldbɹg,,,,,,,,,מיכל,,גאָלדבּערג,,,,
420,mshhl` gaaldb`rg,"[{'var': 'mshhl` gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,mʃl ɡˈæˈɔːldbɹg,,,,,,,,,משהלע,,גאָלדבּערג,,,,
421,nyytan gaaldb`rg,"[{'var': 'nyytan gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,nˈɪɪtən ɡˈæˈɔːldbɹg,,,,,,,,,נייטאן,,גאָלדבּערג,,,,
422,s`m gaaldb`rg,"[{'var': 's`m gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,sm ɡˈæˈɔːldbɹg,,,,,,,,,סעם,,גאָלדבּערג,,,,
423,raaza (pynk`ntal) gaaldb`rg,"[{'var': 'raaza (pynk`ntal) gaaldb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɻˈæˈɑːzə pˈɪŋkntl̩ ɡˈæˈɔːldbɹg,גאָלדבּערג,,,,,,,,ראָזא,,גאָלדבּערג,פינקענטאל,,,
424,sydny (saamv`l gaaldshtyyn) gaaldyn,"[{'var': 'sydny (saamv`l gaaldshtyyn) gaaldyn', 'src': 'ds', 'lang': 'en'}]",['en'],en,sɪdnɪ sˈæævl ɡˈæˈɔːldʃtɪɪn ɡˈæˈɔːlda|ɪn,,,גאָלדשטיין,,,,,,סידני,,גאָלדין,סאַמואל,,,
425,gaaldmaan,"[{'var': 'gaaldmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,ɡˈæˈɔːldmɑːn̩,,,,,,,,,,,גאָלדמאַן,,,,
426,dvd gaaldmaan,"[{'var': 'dvd gaaldmaan', 'src': 'ds', 'lang': 'en'}]",['en'],en,dvd ɡˈæˈɔːldmɑːn̩,,,,,,,,,דוד,,גאָלדמאַן,,,,
427,aytsykl gaald`nbvrg,"[{'var': 'aytsykl gaald`nbvrg', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪtsɪkl ɡˈæˈɔːldnbəɡ,,,,,,,,,איציקל,,גאָלדענבּורג,,,,
428,h`rshl (kaalygraap) gaald`nbvrg,"[{'var': 'h`rshl (kaalygraap) gaald`nbvrg', 'src': 'ds', 'lang': 'en'}]",['en'],en,θʃl kˈɑːɫigɹææp ɡˈæˈɔːldnbəɡ,,,,,,,,,הערשל,,גאָלדענבּורג,קאַליגראַף,,,
429,(shlvm gaaldshtyyn),"[{'var': '(shlvm gaaldshtyyn)', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃlvm ɡˈæˈɔːldʃtɪɪn,,,,,,,,,שלום,,גאָלדשטיין,,,,
430,shprh (haaz`nb`rg) gaald`nbvrg,"[{'var': 'shprh (haaz`nb`rg) gaald`nbvrg', 'src': 'ds', 'lang': 'en'}]",['en'],en,ʃpɜ˞ hænbɹg ɡˈæˈɔːldnbəɡ,,,,,,,,,שפרה,,גאָלדענבּורג,האַזענבערג,,,
431,astr gaald`nb`rg,"[{'var': 'astr gaald`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,æsɜ˞ ɡˈæˈɔːldnbɹg,,,,,,,,,אסתר,,גאָלדענבערג,,,,
432,y`kb-msh` gaald`nb`rg,"[{'var': 'y`kb-msh` gaald`nb`rg', 'src': 'ds', 'lang': 'en'}]",['en'],en,jkbmʃ ɡˈæˈɔːldnbɹg,גאָלדענבערג,,,,,,,,יעקב,,,משע,,,
433,abrhm (gaald`npaadym) gaaldpaad`n,"[{'var': 'abrhm (gaald`npaadym) gaaldpaad`n', 'src': 'ds', 'lang': 'en'}]",['en'],en,əbɻm ɡˈæˈɔːldnpe|ɪdɪm ɡˈæˈɔːldpeɪˈædn,,,,,,,,,אברהם,,גאָלדפאַדען,גאָלדענפאָדים,,,
434,vvaalp gaaldpaad`n,"[{'var': 'vvaalp gaaldpaad`n', 'src': 'ds', 'lang': 'en'}]",['en'],en,vvælp ɡˈæˈɔːldpeɪˈædn,,,,,,,,,וואָלף,,גאָלדפאַדען,,,,
435,(aylyaa gaald`npaadym),"[{'var': '(aylyaa gaald`npaadym)', 'src': 'ds', 'lang': 'en'}]",['en'],en,ˈeɪlɪɑː ɡˈæˈɔːldnpe|ɪdɪm,,,,,,,,,איליאַ,,גאָלדענפאָדים,,,,
436,nptly (gaald`npaadym) gaaldpaad`n,"[{'var': 'nptly (gaald`npaadym) gaaldpaad`n', 'src': 'ds', 'lang': 'en'}]",['en'],en,nptlɪ ɡˈæˈɔːldnpe|ɪdɪm ɡˈæˈɔːldpeɪˈædn,,,,,,,,,נפתלי,,גאָלדפאַדען,גאָלדענפאָדים,,,
