	id	lon	geo_id	geowkt	lat	title	geo_source	title_source
1915	20011					ieָn tsukerberg		
1916	20021					tsyie tsukerberg-zyibertsveyg		
1917	20031					ieyzer tsukermַn		
1918	20041					hrn (iyezr) tseytiyn		
1919	20051					ikhnn tseytiyn		
1920	20061					iev (hrun-ieybּ) tseytiyn		
1921	20071					shפrh tseytiyn		
1922	20081					kַri (ekyb) tsymbַiyst		
1923	20091					beri tsymiyn		
1924	20101					ih tsymiyn	laski:moyt/lex/T/tsimlikh-leah-V5.htm	
1925	20111					yshri-ytskhk tsypershteyn		
1926	20121					פַnyַ tsypkyn	laski:yt/lex/T/tsipkina-fanya-V7.htm	
1927	20131					rynַ (zeiygsָn) tseizַr		
1928	20141					tsesַrsky		
1929	20151					y. b. tspur		
1930	20161					ieָn kָbryn		
1931	20171					pַiynַ (segַi) kָbryn		
1932	20181					eyb kָgut		
1933	20191					ieybּ (shuster) kַdysָn		
1934	20201					bָrys kַder		
1935	20211					b (brhm) kַhַn		
1936	20221					zunye kַhַn		
1937	20231					yshri (brhm) kַhַn		
1938	20241					sָiָmָn (shimh) kַhַn		
1939	20251					s. h. (nudeimַn) kָhn		
1940	20261					rָzetַ kָhn		
1941	20271					iַzַr kַhַn		
1942	20281					dzheykeie kָhn		
1943	20291					hery kָhen		
1944	20301					tshַriy kָhen		
1945	20311					(mshh-yusi dykshteyn)		
1946	20321					ssr kָvַiskַ		
1947	20331					mssyhu (kָvַi) kָvַisky		
1948	20341					sh. y. (shmui-ytskhk) kָzynyts		
1949	20351					yָsi kַtier		
1950	20361					mshh kַtts		
1951	20371					yָseie kidny		
1952	20381					yekb kַiykh		
1953	20391					bertַ kַiysh		
1954	20401					ieָn (ieybּ) kַiysh		
1955	20411					uirykh kַimus		
1956	20421					hery kַitsַnָvytsh		
1957	20431					yshri kmy		
1958	20441					hrn kַmyָnv		
1959	20451					ssr-rkhi (hַipern) kַmynskַ		
1960	20461					regynַ kַmynskַ		
1961	20471					brhm-ytskhk kַmynsky		
1962	20481					yusf (ָsyp) kַmyen		
1963	20491					mַks kָmpַneyets		
1964	20501					ַbַ kָmpַneets		
1965	20511					ih (gָtiybּ) kָmpַneets		
1966	20521					yshri kָmpַneets		
1967	20531					vָif kַmrַsh		
1968	20541					mti kn	laski:moyt/lex/K/kon-motl-V5.htm	
1969	20551					shimh kn		
1970	20561					h. . (kָhn) kַndei		
1971	20571					pnkhs kַnyskevytsh		
1972	20581					hrn kַnyevsky		
1973	20591					ieָpָid (ieybּ) kַner		
1974	20601					shrh (פryiyng) kַner		
1975	20611					vyiyַm kַnrָd		
1976	20621					yzַk (ytskhk) kַsvn		
1977	20631					vdy kָsykv		
1978	20641					dud kַsei		
1979	20651					ie kָp		
1980	20661					ַnye kַpustyn	laski:yt/lex/K/kapustin-anya.htm	
1981	20671					zeide kַpiַn	laski:yt/lex/K/kaplan-zelda.htm	
1982	20681					ytskhk kַpiַn		
1983	20691					sem (zkhryh) kַpiַn		
1984	20701					iuys kַpeimַn		
1985	20711					kַts	laski:moyt/lex/K/katz-V5.htm	
1986	20721					bn-tsyun kַts	laski:yt/lex/K/katz-ben-zion.htm	
1987	20731					zyshe kַts		
1988	20741					ַiter (shium) kַtsyzne		
1989	20751					yekb kַtsmַn		
1990	20761					ytskhk (yh\khyi) kַtseneizָn		
1991	20771					sh. y. (rsh’y) kַtseneinboygen		
1992	20781					ַdָif kַtser		
1993	20791					myshe kַriָs		
1994	20801					iybּe (iynַ) kַriyk		
1995	20811					z. (zyshe) kָrnbiyt		
1996	20821					s. krnteyer		
1997	20831					bertַ (bsyh kuryer) kָrnפeid		
1998	20841					mikhh kָrnshteyn		
1999	20851					kַres		
2000	20861					mַks kַrp		
2001	20871					rָze kַrp		
2002	20881					dָrַ (dburh) krpynָvytsh		
2003	20891					mshh krpynָvytsh		
2004	20901					kdysh (k. khַsh)		
2005	20911					eyb kubַnsky		
2006	20921					ieyb kuznyetsָv		
2007	20931					shimh kutner		
2008	20941					hershi koyפmַn		
2009	20951					sָiָmָn kustyn		
2010	20961					sָnyַ kustyn	laski:yt/lex/K/kustin-sonia.htm	
2011	20971					ieָn kusmַn		
2012	20981					ieָn (ysheyh-ryh) kupermַn		
2013	20991					iuys kupershmydt		
2014	21001					mָteie kutsyk		
2015	21011					gָdi ]?[ kurַzh		
2016	21021					yekb kuriender		
2017	21031					brhm kurts		
2018	21041					musy kurts-smrgnsky		
2019	21051					kheykeie kushnyr		
2020	21061					yusf kygei		
2021	21071					bn-tsyun kyt	laski:moyt/lex/K/kit-ben-zion-V5.htm	
2022	21081					mshh-mykhi kytַy		
2023	21091					dzheny keyzer		
2024	21101					dud keyzerָvytsh		
2025	21111					kheym-yusf keymַn		
2026	21121					shrh kyndmַn-mestei		
2027	21131					mnkhm kypnys		
2028	21141					hyrsh-myr kyrshenboym		
2029	21151					yekb kyrshenboym		
2030	21161					eyzyk kiumk		
2031	21171					kiyviַnd teַter studyָ		
2032	21181					mykhi kieyn		
2033	21191					פryts kieynmַn		
2034	21201					yekb kieter		
2035	21211					mַks kieter		
2036	21221					dynh kenyg		
2037	21231					mָrys (khiyvner) kenyg		
2038	21241					suzy (syiver) kestyn		
2039	21251					sem kestyn		
2040	21261					dud kesier		
2041	21271					yָzef kesier		
2042	21281					neiy kesmַn	laski:yt/lex/C/casman-nellie.htm	
2043	21291					pskh (pskhyh ַkermַn) kermַn		
2044	21301					yzydָr keshyr		
2045	21311					hery krָhn		
2046	21321					shmeun-ber krַtkָ		
2047	21331					eikַ krַtshַk		
2048	21341					פyiyp (ytskhk rָmbּrָ) krַnts		
2049	21351					shrh krַntsפeid		
2050	21361					]?[ krַstָshevsky		
2051	21371					]?[ krug		
2052	21381					shimh kroyze		
2053	21391					ih (ioyפiַnd) kroyze-myier		
2054	21401					(kroynshtt) kroyn		
2055	21411					kruievskַ teַter		
2056	21421					bertַ kreytsnerg		
2057	21431					yַshַ (sַksַnsky) kreytsnerg		
2058	21441					rudָif krystyַn		
2059	21451					ieָn kryshtַi		
2060	21461					ytskhk kreimַn		
2061	21471					yzַ kremer		
2062	21481					ysַk kremer		
2063	21491					btsii kremer		
2064	21501					yusf kremer		
2065	21511					iuys kremer		
2066	21521					mrym kresyn		
2067	21531					yekb krepiyַk		
2068	21541					mַks kreshver		
2069	21551					. (eyzyk) rַbָy		
2070	21561					mnhm-mendi rbyn		
2071	21571					brhm rַbynָvytsh		
2072	21581					hermַn (yַnki-hersh) rַbynָvytsh		
2073	21591					yshri rַbynָvytsh		
2074	21601					iyub rַbynָvytsh		
2075	21611					ieָn (ieybi) rַbynָvytsh		
2076	21621					rָzַ (tַrַrutskַyַ) rַbynָvytsh		
2077	21631					ieh (ieַ) rָbyns		
2078	21641					ssr rַbyner		
2079	21651					mikhh (rַbּynָvytsh) rַbei		
2080	21661					dud rָgָv		
2081	21671					hii rָgָf		
2082	21681					nַdye rdyn	laski:moyt/lex/R/radin-nadia-V5.htm	
2083	21691					dzheyn (tsukermַn) ruz		
2084	21701					ieyzer rukh		
2085	21711					zysh rznyetsky		
2086	21721					vyerַ (shפre vyner) rָzַnkָ		
2087	21731					brhm rzen		
2088	21741					gertַ rָzen		
2089	21751					ih rָzen		
2090	21761					mַks rָzen		
2091	21771					shmkhh rָzen		
2092	21781					brhm rzenbּoym		
2093	21791					yekb-kheym rzenbּoym		
2094	21801					]?[ rָzenbּium		
2095	21811					ַdָif (hrun) rָzenbּium		
2096	21821					bּety (bּeyie) rָzenbּium		
2097	21831					dburh rָzenbּium		
2098	21841					brhm rָzenbּerg		
2099	21851					bertַ rָzenbּerg		
2100	21861					tubyh-gdiyh rָzenbּerg		
2101	21871					yָzef (yusf-yunh) rָzenbּerg		
2102	21881					yshri (ַmeryke) rָzenbּerg		
2103	21891					yshri (rusiַnd) rָzenbּerg		
2104	21901					iyub rָzenbּerg		
2105	21911					shrh (shּrh-sheyndi) rָzenbּerg		
2106	21921					bָrys rָzentַi		
2107	21931					yַshַ (yekb-bּer) rָzentַi		
2108	21941					ieybּ rָzentַi		
2109	21951					mַks rָzentַi		
2110	21961					neytn rָzentַi		
2111	21971					sַbּynַ rָzentַi		
2112	21981					kiַrַ rָzentַi		
2113	21991					rmn rָzentַi		
2114	22001					hermַn rָzenפַrb		
2115	22011					yunh rָzenפeid		
2116	22021					rָuz-iy rָzentsveyg		
2117	22031					regynַ rָzentsveyg		
2118	22041					ieyzer rָzenshteyn		
2119	22051					semuei rָzenshteyn		
2120	22061					grshun rt		
2121	22071					bּnymyn rָtmַn		
2122	22081					mַnye rַtner		
2123	22091					mshh rַtner		
2124	22101					ysheyh (shַyeie) rָtshteyn		
2125	22111					eiyַs rָtshteyn		
2126	22121					פeiy rָtshteyn		
2127	22131					rַkhmַnָv (?)		
2128	22141					ieyzer rַkhmַnָv		
2129	22151					mshh rַn		
2130	22161					shui rַskyn	laski:yt/lex/R/raskin-saul.htm	
2131	22171					hrn b. rַpַpָrt		
2132	22181					heymַn rַpַpָrt		
2133	22191					iyze (shuimys) rַpei		
2134	22201					ieyzer rַpei		
2135	22211					myshַ rַpei	laski:yt/lex/R/rappel-misha.htm	
2136	22221					yvַ rַפַiַ		
2137	22231					kiַrַ rַפַiַ		
2138	22241					kheym m. rַפַiַvytsh		
2139	22251					kits) (ieybָּvytsh		
2140	22261					yuiyus (ykhyi) rַkָv		
2141	22271					n. rַkָv		
2142	22281					grshun rubyn		
2143	22291					yekb rubyn		
2144	22301					mikh rubyn		
2145	22311					mnkhm (ekheyzer rubyn		
2146	22321					rָzַ rubyn		
2147	22331					nkhum rubynshteyn		
2148	22341					tsby-hyrsh rubynshteyn	laski:yt/lex/R/rubinstein-tsvi-hirsh.htm	
2149	22351					ykusyi rutenbּerg		
2150	22361					ytskhk roytbּium		
2151	22371					bּn-tsyun roytmַn		
2152	22381					zimn roytmַn		
2153	22391					yetַ roykh		
2154	22401					yusf rumshynsky		
2155	22411					ָsyp runytsh		
2156	22421					henry (heymnesvyzhky) rusָtַ		
2157	22431					shmeun ruskyn		
2158	22441					henryk (heym) rybּ		
2159	22451					mrdkhy rybַּisky		
2160	22461					rybּk (?)		
2161	22471					mrdkhy ryvesmַn		
2162	22481					mikhh ryten		
2163	22491					bnymyn kheym reyz		
2164	22501					yunh reyzmַn		
2165	22511					zimn reyzen		
2166	22521					shÉrh reyzen		
2167	22531					ַnetַ reyzer		
2168	22541					brhm reyzen		
2169	22551					yekb reyzפeid		
2170	22561					hyrsh reytmַn		
2171	22571					dud reytts (reytsen)		
2172	22581					reykhmַn	laski:moyt/lex/R/reykhman-V5.htm	
2173	22591					nsn reykhenberg		
2174	22601					emnui reykher		
2175	22611					(iezr dud ַzhַrַv)		
2176	22621					yekb reyngiַs		
2177	22631					פeny reynhַrt		
2178	22641					bָrys reysky		
2179	22651					mshh reysh		
2180	22661					mshh rykhter		
2181	22671					neytַn rykhter		
2182	22681					dzhַnet ryngier		
2183	22691					rynsier	laski:moyt/lex/R/rinsler-V5.htm	
2184	22701					m. ryskynd		
2185	22711					mַkַr ָsypָvytsh reznykָv		
2186	22721					yusf retyk		
2187	22731					yekb rekhttseyt		
2188	22741					symָr rekhttseyt		
2189	22751					yekb reies		
2190	22761					edvyn . (ַrָid reikyn		
2191	22771					rus (reyzeie tַbַּksbּiַt) reney		
2192	22781					mַks (mrdkhy) shַdvsky		
2193	22791					ieybּ shus	laski:yt/lex/S/schaus-leib.htm	
2194	22801					yhudh-hersh shyk		
2195	22811					dynh (yzeiskyַ) shַyevytsh		
2196	22821					yshri shַyevytsh		
2197	22831					gustַv shַkht		
2198	22841					brhm shָmer		
2199	22851					rָze shָmer-bַtsheies		
2200	22861					mrym shָmer-tsunzer		
2201	22871					bּeri shַפyr		
2202	22881					ַnnַ (eny) shַpyrָ		
2203	22891					genyַ shַpyrָ		
2204	22901					dnyi shַpyrָ		
2205	22911					tshַriz shַpyrָ		
2206	22921					iyzַ shַpyrָ		
2207	22931					sָny (nsni-dud) shַpyrָ		
2208	22941					פyme shַpyrָ		
2209	22951					pnkhs shַpyrָ		
2210	22961					ssr shפner		
2211	22971					yekb shפner		
2212	22981					mikhh shפner		
2213	22991					shmui shפner		
2214	23001					yekb shַtsky		
2215	23011					ַnshi shָr (shur)		
2216	23021					mshh shָr (shur)		
2217	23031					yhushe-heshi shָr		
2218	23041					henryk (shַpyrָ) shr		
2219	23051					dud shַrַvner		
2220	23061					sָnyַ (sָפyַ vyner) shַrַvner		
2221	23071					yekb shַrgei		
2222	23081					brhm-mykhi shַrkַnsky		
2223	23091					iyubַּ shubּ		
2224	23101					ַdeiַ (פynkeishteyn) shvַrts		
2225	23111					vyiyַm shvַrts		
2226	23121					ih (shַtsky) shvַrts		
2227	23131					myr shvַrts		
2228	23141					mַrgַretַ shvַrts		
2229	23151					mָrys shvַrts		
2230	23161					mrdkhy shvַrts		
2231	23171					sem shvַrts		
2232	23181					פeny (giַger shvַrts		
2233	23191					gustַv shvַrtsbַּrd		
2234	23201					dud shvַrtsbַּrd		
2235	23211					regynַ shvַrtsbַּrd		
2236	23221					yusf shvַrtsbּerg		
2237	23231					bּnymyn shvַrtser		
2238	23241					mַrk shveyd		
2239	23251					mshh shveyiykh		
2240	23261					ysַk shvets		
2241	23271					ugustַ (ioyפer) shoyder		
2242	23281					mshh shuiveys		
2243	23291					neytַn shuimַn		
2244	23301					vָif shumsky		
2245	23311					פeiַ shumsky		
2246	23321					brukh shur		
2247	23331					zeiyg shur		
2248	23341					bertַ shurָk		
2249	23351					r. shushnh		
2250	23361					mַrk (vָif-mrdkhy) shzveyd		
2251	23371					mshh shtַbzyb		
2252	23381					brhm (mshh) shtkפeder		
2253	23391					evַ (khuh) shtkפeder		
2254	23401					shimh shtַrkmַn		
2255	23411					פerdynַnd shtoyb		
2256	23421					ַdָif (brhm) shteyn		
2257	23431					ַiyָshַ (iyhu) shteyn		
2258	23441					gyti shteyn	laski:yt/lex/S/stein-gitel.htm	
2259	23451					m. b. (mshh-bּer bַּrnshteyn) shteyn		
2260	23461					iyezr shteynbַּrg		
2261	23471					shimh shteynbּerg		
2262	23481					hermַn (hyrsh-prts) shtyפt		
2263	23491					sַmy shterbַkh	laski:moyt/lex/S/shternbakh-sammy-v5.htm	
2264	23501					yshri shtern		
2265	23511					herָid shternberg		
2266	23521					nkhum shternheym		
2267	23531					mshh shtrַsberg		
2268	23541					bּrderzynger un פָikszynger		
2269	23551					mַks shtreng	laski:yt/lex/S/streng-max.htm	
2270	23561					mָnyַ (mָnַ gַbּurskַ) sheyn		
2271	23571					yekb (suפr) sheyפer		
2272	23581					פeyפer sheyke		
2273	23591					dzhek sheykevytsh		
2274	23601					nynַ sheykevytsh		
2275	23611					rudָif (kheym-mrdkhy) shyidkroyt		
2276	23621					sem (shmkhh) shyiyng		
2277	23631					rָzַ (ryki bּryh) shyiyng		
2278	23641					rbkh (bּuzgַn shyier		
2279	23651					brhm-shmui shymַnsky (seymָn)		
2280	23661					shymeie der heyzeryker (shmyeie)		
2281	23671					dzheykָb r. shyf		
2282	23681					ytskhk shyper		
2283	23691					shykַger drַmַtyshe gezeishַפt		
2284	23701					ytskhk shiָsbּerg		
2285	23711					shimh shiַkmַn		
2286	23721					shium) shium-eiykhm (rַbּynָvytsh		
2287	23731					yusf shiyvnyk		
2288	23741					geny shiyt		
2289	23751					neytַn shiyf		
2290	23761					ַdַif shiyפershteyn		
2291	23771					nkhmyh shmyn		
2292	23781					shimh shmuievytsh		
2293	23791					"shm""""r"		
2294	23801					mshh shmsh		
2295	23811					m. shnyur		
2296	23821					shimh shneyder		
2297	23831					sem shneyer		
2298	23841					rey shneyer		
2299	23851					iuys (yshri-ieybּ) shnytser		
2300	23861					mַrkus shnek		
2301	23871					b (ַibּert) shehngָid		
2302	23881					beny shehngָid		
2303	23891					yusf shehngָid		
2304	23901					kiַrַ shehngָid		
2305	23911					dud shehnhָits		
2306	23921					myr shehr		
2307	23931					shevtvytsh		
2308	23941					emַ sheyver-iַzַrָv		
2309	23951					yַkָb shekhtmַn	laski:moyt/lex/S/shekhtman-yakov-V5.htm	
2310	23961					mַnuei shekhtmַn		
2311	23971					hrn shekhter		
2312	23981					ieָn shekhter		
2313	23991					emnui shekhter		
2314	24001					dud ]?[ shenkmַn		
2315	24011					zygmund (zeynvi) shenkmַn		
2316	24021					yָseie shenkmַn		
2317	24031					shmui sheפti		
2318	24041					ssr sher-gryn		
2319	24051					ַnnַ shermַn		
2320	24061					dud shermַn		
2321	24071					yָzef shermַn		
2322	24081					פnkhs (shukhmַkher) shermַn		
2323	24091					yzַ sherf		
2324	24101					mshh shpyrָ		
2325	24111					shkiyr		
2326	24121					kh. shrge		
2327	24131					ַdָif (nפsiy-yhushe) shrַge		
2328	24141					kַri shrַmek		
2329	24151					ieybּ shryפtzetser		
2330	24161					ieybּush shpytַinyk		
2331	24171					mָrys rָzenfeid (mshh-yekb ַiter)		
