	id	lon	geo_id	geowkt	lat	title	geo_source	title_source
0	01					ַּbbּdui		Zylbercweig Lexicon
1	11					bּeny (bּrukh-mshh) bּeimַn		Zylbercweig Lexicon
2	21					tsyפe (tspurh) ַbּeimַn		Zylbercweig Lexicon
3	31					bּn-tsyun bּeisָn		Zylbercweig Lexicon
4	41					ַdָif ַbּerbּerg		Zylbercweig Lexicon
5	51					ַieksַder ַbּeriender		Zylbercweig Lexicon
6	61					yָzef bּeriender		Zylbercweig Lexicon
7	71					sָפye ָbּeriender		Zylbercweig Lexicon
8	81					ytskhk (hַbּer) ַbּermַn		Zylbercweig Lexicon
9	91					yd (פeitenshteyn) ַbּrַgַm		Zylbercweig Lexicon
10	101					ַbּrַmָv		Zylbercweig Lexicon
11	111					. (brhm kַgַn) ַbּrַmָv		Zylbercweig Lexicon
12	121					ַdָif (brhm perkָf) ַbּrַmָv		Zylbercweig Lexicon
13	131					bָּrys (פeyniַnd) ַbּrַmָv		Zylbercweig Lexicon
14	141					mery (mrym eynhָrn) ַbּrַmָv		Zylbercweig Lexicon
15	151					yzָk ַbּrַmָvytsh		Zylbercweig Lexicon
16	161					bּyne (פuks) ַbּrַmָvytsh		Zylbercweig Lexicon
17	171					kheym ַbּrַmָvytsh		Zylbercweig Lexicon
18	181					mַks (mendi) ַbּrַmָvytsh		Zylbercweig Lexicon
19	191					kh. e. ַbּrַmָvyts		Zylbercweig Lexicon
20	201					ַdָif (bּrַmָvytsh) ַbּrms		Zylbercweig Lexicon
21	211					eyvַn ַbּrַmsָn		Zylbercweig Lexicon
22	221					g. ַbּrַmsky		Zylbercweig Lexicon
23	231					sem (shmui) ַgursky		Zylbercweig Lexicon
24	241					sem (shimh) ַged		Zylbercweig Lexicon
25	251					ַdָiפy		Zylbercweig Lexicon
26	261					ssr (shַtsky) ַdier		Zylbercweig Lexicon
27	271					bּeny ַdier		Zylbercweig Lexicon
28	281					dzhuiy ַdier		Zylbercweig Lexicon
29	291					dzhuiyus ַdier		Zylbercweig Lexicon
30	301					heymַn (bַּrtפeid) ַdier		Zylbercweig Lexicon
31	311					yuzhe ַdier		Zylbercweig Lexicon
32	321					yuiyus ַdier		Zylbercweig Lexicon
33	331					yekb p. (yekb bּn pnkhs) ַdier		Zylbercweig Lexicon
34	341					yrmyhu (gָidenbּerg-tversky) ַdier		Zylbercweig Lexicon
35	351					yshri ַdier		Zylbercweig Lexicon
36	361					steiַ ַdier		Zylbercweig Lexicon
37	371					sem ַdier		Zylbercweig Lexicon
38	381					heyne-heymָvysh)		Zylbercweig Lexicon
39	391					emyiye (shrh-myike shtַng) ַdier		Zylbercweig Lexicon
40	401					פrentsys ַdier		Zylbercweig Lexicon
41	411					tsyie ַdier		Zylbercweig Lexicon
42	421					ַdeser פָikszynger		Zylbercweig Lexicon
43	431					mshh yekb dershieger		Zylbercweig Lexicon
44	441					eny (khnh soybּer) oygenbּiyk		Zylbercweig Lexicon
45	451					פyiyp oygenbּiyk		Zylbercweig Lexicon
46	461					nkhum oysiender		Zylbercweig Lexicon
47	471					פrym oyerbַּkh		Zylbercweig Lexicon
48	481					bָּrys (bn-tsyun) oyerbַּkh		Zylbercweig Lexicon
49	491					ytskhk oyerbַּkh		Zylbercweig Lexicon
50	501					s. oyerbַּkh		Zylbercweig Lexicon
51	511					sem oyerbַּkh		Zylbercweig Lexicon
52	521					mshh oysher		Zylbercweig Lexicon
53	531					uirykh		Zylbercweig Lexicon
54	541					unzer vynki		Zylbercweig Lexicon
55	551					unzer teַter		Zylbercweig Lexicon
56	561					pepy (peri) urykh		Zylbercweig Lexicon
57	571					(ytskhk פַrbּerָvytsh)		Zylbercweig Lexicon
58	581					ytskhk ַzַrkh		Zylbercweig Lexicon
59	591					ַieksַnder (ָriyuk) zrַ		Zylbercweig Lexicon
60	601					dzheny ַtiַs		Zylbercweig Lexicon
61	611					ydyshe ַktyָren-yunyָn		Zylbercweig Lexicon
62	621					dud (ygnַtָvsky) ygnַtָv		Zylbercweig Lexicon
63	631					pynkus (pnkhs yzbesky) yzbּeskָ		Zylbercweig Lexicon
64	641					yzmַiyָnnַ		Zylbercweig Lexicon
65	651					ytkyn		Zylbercweig Lexicon
66	661					ieyzer yteimַn		Zylbercweig Lexicon
67	671					dud eybּrms		Zylbercweig Lexicon
68	681					eygenפeid (erbּer)		Zylbercweig Lexicon
69	691					neyten (nte) eyzykָvytsh		Zylbercweig Lexicon
70	701					rubn eyziַnd		Zylbercweig Lexicon
71	711					gָide eyzmַn		Zylbercweig Lexicon
72	721					ev eyzen-ָrenshteyn		Zylbercweig Lexicon
73	731					brhm eyzenbּerg		Zylbercweig Lexicon
74	741					iyub eyzenbּerg		Zylbercweig Lexicon
75	751					mrdkhy eyzenshtַt		Zylbercweig Lexicon
76	761					mrym eyzenshtt		Zylbercweig Lexicon
77	771					nkhmh eyzenshtt		Zylbercweig Lexicon
78	781					shimh eyzenshtַrk		Zylbercweig Lexicon
79	791					ַiter eyzenshiָs		Zylbercweig Lexicon
80	801					ieybּi eyzermַn		Zylbercweig Lexicon
81	811					ytskhk eykhei		Zylbercweig Lexicon
82	821					bַּshe eynhָrn		Zylbercweig Lexicon
83	831					dud eynhָrn		Zylbercweig Lexicon
84	841					iyzַ eynhָrn		Zylbercweig Lexicon
85	851					brhm eynes		Zylbercweig Lexicon
86	861					ַbrhm eysen		Zylbercweig Lexicon
87	871					ytskhk ynventַrzh		Zylbercweig Lexicon
88	881					shbּsy ytskָvytsh		Zylbercweig Lexicon
89	891					sָnyַ (פeidmַn) yrys		Zylbercweig Lexicon
90	901					shmui yrys		Zylbercweig Lexicon
91	911					yusf khrn		Zylbercweig Lexicon
92	921					(iyezr serheysky)		Zylbercweig Lexicon
93	931					(mshh yusf nָvָmysky)		Zylbercweig Lexicon
94	941					sָny itbּoym		Zylbercweig Lexicon
95	951					bָּrys ַitmַn		Zylbercweig Lexicon
96	961					mָrys ַitmַn		Zylbercweig Lexicon
97	971					mshh ַitmn		Zylbercweig Lexicon
98	991					ieybּ ַitshuier		Zylbercweig Lexicon
99	1001					shmui ַimַn		Zylbercweig Lexicon
100	1011					. (iyhu kheym sheps) imy		Zylbercweig Lexicon
101	1021					פernַndָ ַieskָ		Zylbercweig Lexicon
102	1031					hrn ָieksַndrָv		Zylbercweig Lexicon
103	1041					kh. (vyiyַm myier) ָieksַndrָv		Zylbercweig Lexicon
104	1051					ysַk ַiperָvytsh		Zylbercweig Lexicon
105	1061					y. (yhushe eikyn) ַikָn		Zylbercweig Lexicon
106	1071					yhushe ַikַn		Zylbercweig Lexicon
107	1081					ume (פrume) ָikenytsky		Zylbercweig Lexicon
108	1091					ַieksַnder (yhushe) ָishַnetsky		Zylbercweig Lexicon
109	1101					peter (pskh gָidbּerg) ַmַtyn		Zylbercweig Lexicon
110	1111					ַieks (ַieksַnder) ַmַsyַ		Zylbercweig Lexicon
111	1121					hersh ַmַsyַ		Zylbercweig Lexicon
112	1131					gָide (genyַ shneyder) ַmzei		Zylbercweig Lexicon
113	1151					nyei (khnh kmpַneyets-pָiyַkָv)		Zylbercweig Lexicon
114	1161					z. y. (zimn ytskhk ַrָnsָn) nkhy		Zylbercweig Lexicon
115	1171					sh. (shimh-zַnvi rַpָpָrt) ַn-sky		Zylbercweig Lexicon
116	1191					bּrukh ַs		Zylbercweig Lexicon
117	1201					kheym ָstrָvsky		Zylbercweig Lexicon
118	1211					kh. ָstrָvsky		Zylbercweig Lexicon
119	1221					sem (shmui) ָstrָvsky		Zylbercweig Lexicon
120	1231					ָskַr (yhushe ָstrytsky) ַstrָf		Zylbercweig Lexicon
121	1241					hersheie ָstrָpָier		Zylbercweig Lexicon
122	1251					yuiyus (eyzenbet) ָskַr		Zylbercweig Lexicon
123	1261					yusf (yusf ָpַtָvsky) ָptַshu		Zylbercweig Lexicon
124	1271					dud ַpָtheker		Zylbercweig Lexicon
125	1281					sָפy (shrh פreynd) ַpteyker		Zylbercweig Lexicon
126	1291					yzydָr (yַpkָ) ַpei		Zylbercweig Lexicon
127	1301					ַnnַ (bּerkָvytsh) ַpei		Zylbercweig Lexicon
128	1311					mָrys (ַpeioyg) ַpei		Zylbercweig Lexicon
129	1321					myshַ ַpeibּoym		Zylbercweig Lexicon
130	1331					(sheyne rkhi veynshteyn)		Zylbercweig Lexicon
131	1341					peiynַ (peri) ָפפermַn		Zylbercweig Lexicon
132	1351					nykָiey פrs		Zylbercweig Lexicon
133	1361					brhm (brhm ytskhk) ַkseird		Zylbercweig Lexicon
134	1371					ַnetַ (prener) ַkseird		Zylbercweig Lexicon
135	1381					mָrys (meyr) ַkseird		Zylbercweig Lexicon
136	1391					mynַ (bּieykhmַn) ַkseird		Zylbercweig Lexicon
137	1401					rָz ַkseird		Zylbercweig Lexicon
138	1411					rkhi (kָhut) ַkseird		Zylbercweig Lexicon
139	1421					yshri ַksenפeid		Zylbercweig Lexicon
140	1431					hermַn ַrָnָvytsh		Zylbercweig Lexicon
141	1441					yudes ַrָntshyk		Zylbercweig Lexicon
142	1451					bּrukh ַrָnsָn		Zylbercweig Lexicon
143	1461					פeyvi ַrָnes		Zylbercweig Lexicon
144	1471					ssr (snyegָv) ָrzhevskַyַ		Zylbercweig Lexicon
145	1481					shmeun ָriyuk		Zylbercweig Lexicon
146	1491					ַrnָid (. gynzbּurg)		Zylbercweig Lexicon
147	1501					mrym (mַnye mָrguiys) ַrnָn		Zylbercweig Lexicon
148	1511					rָze rnshteyn		Zylbercweig Lexicon
149	1521					(ָren) yusf ָrenshteyn		Zylbercweig Lexicon
150	1531					ysַk ַrkָ		Zylbercweig Lexicon
151	1541					ytskhk rk		Zylbercweig Lexicon
152	1551					mַnye (פyshzָn) ַrkָ		Zylbercweig Lexicon
153	1561					פrytsy ַrkָ		Zylbercweig Lexicon
154	1571					brm ַsh		Zylbercweig Lexicon
155	1581					khyhie ַsh		Zylbercweig Lexicon
156	1591					shium ַsh		Zylbercweig Lexicon
157	1601					(pesye iybּershteyn)		Zylbercweig Lexicon
158	1611					yzydָr (eyzyk) shkhnzy		Zylbercweig Lexicon
159	1621					myre shkhnzy		Zylbercweig Lexicon
160	1631					tsyie (פeפer) shkhnzy		Zylbercweig Lexicon
161	1641					m. ָsherָvytsh		Zylbercweig Lexicon
162	1651					bַּgַteiַ teַter		Zylbercweig Lexicon
163	1661					eyd bַּdַnes		Zylbercweig Lexicon
164	1671					mַks (muny bַּdyָn) bַּdyn		Zylbercweig Lexicon
165	1681					grshm bָּder		Zylbercweig Lexicon
166	1691					shmkhh (nyedzhevyetsky) bּder		Zylbercweig Lexicon
167	1701					bַּvegiekher eyִdysher drַmַtysher teַter		Zylbercweig Lexicon
168	1711					yusf bָּvshָver		Zylbercweig Lexicon
169	1721					nkhum bַּzeiynsky		Zylbercweig Lexicon
170	1731					ַbrhmie bָּzhyk		Zylbercweig Lexicon
171	1741					mַks bָּzhyk		Zylbercweig Lexicon
172	1751					reyzi bָּzhyk		Zylbercweig Lexicon
173	1761					yekb bּtshַnsky		Zylbercweig Lexicon
174	1771					bּeri bָּtvynyk		Zylbercweig Lexicon
175	1781					rbkh bָּyַrsk		Zylbercweig Lexicon
176	1791					rפi bָּyַrsky-bָּgַrt		Zylbercweig Lexicon
177	1801					zygmund bָּik		Zylbercweig Lexicon
178	1811					bּmberger eydyshe drm. studyָ		Zylbercweig Lexicon
179	1821					bּen bָּnus		Zylbercweig Lexicon
180	1831					bָּntshe (ַbrhm rָzenפeid)		Zylbercweig Lexicon
181	1841					yַnkev bַּnnkָv		Zylbercweig Lexicon
182	1851					myshe bַּnkָv		Zylbercweig Lexicon
183	1861					hrn bַּstmsky		Zylbercweig Lexicon
184	1871					myshe bּsyn		Zylbercweig Lexicon
185	1881					brhm bַּsiַvsky		Zylbercweig Lexicon
186	1891					bּen bַּsenkָ		Zylbercweig Lexicon
187	1901					yַnkev bַּkָv		Zylbercweig Lexicon
188	1911					פeiy bָּkmַn		Zylbercweig Lexicon
189	1921					iuys (ieybּ) bָּkshytsky		Zylbercweig Lexicon
190	1931					bּeri (bַּrdַkyn) bַּrָdkyn		Zylbercweig Lexicon
191	1941					sָnyַ bַּrָdkyn		Zylbercweig Lexicon
192	1951					bּn-tsby (pַvei bּrener) bַּrָtָv		Zylbercweig Lexicon
193	1961					yusf bַּrָndes		Zylbercweig Lexicon
194	1971					dud bַּrַts		Zylbercweig Lexicon
195	1981					sh. (shmui bּerbּer) bַּrbּer		Zylbercweig Lexicon
196	1991					shimh bָּrdyzhַner		Zylbercweig Lexicon
197	2001					zeiyk bַּrdytshever		Zylbercweig Lexicon
198	2011					vָif bַּrzei		Zylbercweig Lexicon
199	2021					yren (dburh) bּrtshevsk		Zylbercweig Lexicon
200	2031					bּeri bּrysv		Zylbercweig Lexicon
201	2041					(bּety kָnpַneyets rַbּynָvytsh)		Zylbercweig Lexicon
202	2051					פrַnts (פrym) bָּryts		Zylbercweig Lexicon
203	2061					kiַrַ (druker) bָּryts		Zylbercweig Lexicon
204	2071					bָּryshev		Zylbercweig Lexicon
205	2081					brhm bַּrsei		Zylbercweig Lexicon
206	2091					iyz bּrsk-פysher		Zylbercweig Lexicon
207	2101					mַiyַ bּrkvsk		Zylbercweig Lexicon
208	2111					ben bַּsenkָ		Zylbercweig Lexicon
209	2121					iyz bַּrsk-פysher		Zylbercweig Lexicon
210	2131					yshri bַּrsky		Zylbercweig Lexicon
211	2141					shimh (beiioy) bּdkhn		Zylbercweig Lexicon
212	2151					bּdkhnym-ַktyָrn		Zylbercweig Lexicon
213	2161					bּesy (bּudnyk) bּudַnָv		Zylbercweig Lexicon
214	2171					yָsi bּudeysky		Zylbercweig Lexicon
215	2181					myshe bּudkyn		Zylbercweig Lexicon
216	2191					tsyie (tsype m*gyiner) bּudkyn		Zylbercweig Lexicon
217	2201					khbi bּuzgn		Zylbercweig Lexicon
218	2211					yzydָr bּuzet		Zylbercweig Lexicon
219	2221					brhm bּoym		Zylbercweig Lexicon
220	2231					iymikh bּoym		Zylbercweig Lexicon
221	2241					nnַ (khnh pָiַkָvsk) bּoym		Zylbercweig Lexicon
222	2251					ykhyi bּoym		Zylbercweig Lexicon
223	2261					yhudh-ieybּ bּoymvָi		Zylbercweig Lexicon
224	2271					ieyzer bּoyke		Zylbercweig Lexicon
225	2281					nפtiy bּukhvַid		Zylbercweig Lexicon
226	2291					yusf (bּuikyn) bּuiָv		Zylbercweig Lexicon
227	2301					goyrty bּuimַn		Zylbercweig Lexicon
228	2311					mַks bּuimַn		Zylbercweig Lexicon
229	2321					brhm bּuikyn		Zylbercweig Lexicon
230	2331					mַks bּukַnsky		Zylbercweig Lexicon
231	2341					yusf bּuksenbּoym		Zylbercweig Lexicon
232	2351					brhm bּukshteyn		Zylbercweig Lexicon
233	2361					kַri (bּtsii) bּurָvyk		Zylbercweig Lexicon
234	2371					pskh bּurshteyn		Zylbercweig Lexicon
235	2381					kheykeie bּurshtyn		Zylbercweig Lexicon
236	2391					mynַ (hַipern) bּurshtyn		Zylbercweig Lexicon
237	2401					mshh bּurshtyn		Zylbercweig Lexicon
238	2411					mshh (mshhie) bּurshtyn		Zylbercweig Lexicon
239	2421					. h. bּyַiyn		Zylbercweig Lexicon
240	2431					rָzet (bּyisttsky) bּyַiys		Zylbercweig Lexicon
241	2441					khnh (rָzentsveyg) bּyַikָvytsh		Zylbercweig Lexicon
242	2451					yshri bּyַikָvytsh		Zylbercweig Lexicon
243	2461					sender bּybּer		Zylbercweig Lexicon
244	2471					heien bּydַ		Zylbercweig Lexicon
245	2481					ytshe v. bּydermַn		Zylbercweig Lexicon
246	2491					sָפyַ bּey		Zylbercweig Lexicon
247	2501					shr bּeyiyn		Zylbercweig Lexicon
248	2511					kheykei bּeyiyn		Zylbercweig Lexicon
249	2521					yekb bּyider		Zylbercweig Lexicon
250	2531					פyshi bּymkָ		Zylbercweig Lexicon
251	2541					shimh bּynder		Zylbercweig Lexicon
252	2551					bּyegyn		Zylbercweig Lexicon
253	2561					giyk (degenshteyn) bּyeivsky		Zylbercweig Lexicon
254	2571					mrys bּyeivsky		Zylbercweig Lexicon
255	2581					i. s. bּyeiy		Zylbercweig Lexicon
256	2591					tsby bּykeis-shpytser		Zylbercweig Lexicon
257	2601					פei bּyr		Zylbercweig Lexicon
258	2611					dud bּyrnbּoym		Zylbercweig Lexicon
259	2621					yusf bּyrnbּoym		Zylbercweig Lexicon
260	2631					iuys (yekb ieybּ) bּyrnbּoym		Zylbercweig Lexicon
261	2641					m. bּyrnbּoym		Zylbercweig Lexicon
262	2651					myny (myndi pyipei) bּyrnbּoym		Zylbercweig Lexicon
263	2661					(nkhum) nsn bּyrnbּoym		Zylbercweig Lexicon
264	2671					rָz bּyrnbּoym		Zylbercweig Lexicon
265	2681					yekb bּyrnbּerg		Zylbercweig Lexicon
266	2691					keydy (keyie meyerָvytsh) bּiַkhmַn		Zylbercweig Lexicon
267	2701					brhm bּiַnk		Zylbercweig Lexicon
268	2711					bּnymyn bּiַnk		Zylbercweig Lexicon
269	2721					ykhyi bּiַnk		Zylbercweig Lexicon
270	2731					ieָn bּiַnk		Zylbercweig Lexicon
271	2741					myidred bּiַk		Zylbercweig Lexicon
272	2751					hyrsh bּiָshteyn		Zylbercweig Lexicon
273	2761					myrַ bּioyפַrbּ		Zylbercweig Lexicon
274	2771					brhm bּium		Zylbercweig Lexicon
275	2781					henry (heynrykh) bּium		Zylbercweig Lexicon
276	2791					khnh (khnh-bּiume tsentsyper) bּium		Zylbercweig Lexicon
277	2801					smuei (shmui) bּium		Zylbercweig Lexicon
278	2811					sem (ַieksַnder) bּium		Zylbercweig Lexicon
279	2821					dud bּiumentַi		Zylbercweig Lexicon
280	2831					neytn bּiumentַi		Zylbercweig Lexicon
281	2841					פrydַ bּiumentַi		Zylbercweig Lexicon
282	2851					dyַnַ bּiumenפeid-turkָv		Zylbercweig Lexicon
283	2861					iupus (zb) bּiumenפeid		Zylbercweig Lexicon
284	2871					dyַnַ bּiumenפeid-turkָv		Zylbercweig Lexicon
285	2891					mnkhm (mytye) bּiyַkhַr		Zylbercweig Lexicon
286	2901					heien (yunh) bּiey		Zylbercweig Lexicon
287	2911					bּety (bּeyie kַts) bּieykhmַn		Zylbercweig Lexicon
288	2921					yekb bּieykhmַn		Zylbercweig Lexicon
289	2931					ykhzki bּieykher		Zylbercweig Lexicon
290	2941					yekb bּieyפer		Zylbercweig Lexicon
291	2951					mshh bּieyshtyפt		Zylbercweig Lexicon
292	2961					ytskhk bּiyפeid		Zylbercweig Lexicon
293	2971					bּn-iy (mַtyַs grynbּerg)		Zylbercweig Lexicon
294	2981					r. (kheym-zb reykyn) bּn-ַry		Zylbercweig Lexicon
295	2991					. . (hrn hurvytsh) bּn-gur		Zylbercweig Lexicon
296	3001					yekb (shtshyryn) bּn-emy		Zylbercweig Lexicon
297	3011					bּendedykt dr. bּn-tsyun		Zylbercweig Lexicon
298	3021					ysr bּezmַn		Zylbercweig Lexicon
299	3031					bּei bּeyker		Zylbercweig Lexicon
300	3041					bּyeiָtserkָvtky)		Zylbercweig Lexicon
301	3051					ַnnַ (khnh) bּeigivskַ		Zylbercweig Lexicon
302	3061					mshh-iyezr (bּeyiynsָn) bּeiynsָn		Zylbercweig Lexicon
303	3071					yudi (spyvַk) bּeizer		Zylbercweig Lexicon
304	3081					nkhum bּeiezvsky		Zylbercweig Lexicon
305	3091					bּei (rubּyniykht) bּeieryn		Zylbercweig Lexicon
306	3101					yַshַ (yekb bּeiפer) bּeitser		Zylbercweig Lexicon
307	3111					myshe (yteisָn) bּesַrַbָּv		Zylbercweig Lexicon
308	3121					mַks bּekier		Zylbercweig Lexicon
309	3131					rָz (zyibּert) bּeker		Zylbercweig Lexicon
310	3141					bּerysh bּekermַn		Zylbercweig Lexicon
311	3151					shmeun bּekermַn		Zylbercweig Lexicon
312	3161					(ssr gyti rָzenkrַnts)		Zylbercweig Lexicon
313	3171					rudָif (zyiberberg) bּerg		Zylbercweig Lexicon
314	3181					(yַshַ gָidenbּerg)		Zylbercweig Lexicon
315	3191					ytsyk-mendi bּergmַn		Zylbercweig Lexicon
316	3201					yui bּergmn		Zylbercweig Lexicon
317	3211					shmkhh bּergmַn		Zylbercweig Lexicon
318	3221					dud bּergeisָn		Zylbercweig Lexicon
319	3231					gustַv (grshun ienbּerger) bּerger		Zylbercweig Lexicon
320	3241					ieָn bּerger		Zylbercweig Lexicon
321	3251					yekb (grynberg) bּergryn		Zylbercweig Lexicon
322	3261					(bּerdytshever)		Zylbercweig Lexicon
323	3271					mykhh yusf bּerdytshevsky		Zylbercweig Lexicon
324	3281					yhushe (bּyrtun) bּertַnָv		Zylbercweig Lexicon
325	3291					henryk bּerievy		Zylbercweig Lexicon
326	3301					henry (henekh bּeyiy) bּermַn		Zylbercweig Lexicon
327	3311					hermn bּermn		Zylbercweig Lexicon
328	3321					mynַ bּern		Zylbercweig Lexicon
329	3331					bּeri (tָp) bּernַrd		Zylbercweig Lexicon
330	3341					heien (impei -- tָpf) bּernַrdy		Zylbercweig Lexicon
331	3351					bּeri (bּurshtyn) bּernshteyn		Zylbercweig Lexicon
332	3361					sh. bּer(e)nshteyn		Zylbercweig Lexicon
333	3371					bּeiַ (bּiume zַbַrַ) bּersn		Zylbercweig Lexicon
334	3381					brhm bּerkַvytsh		Zylbercweig Lexicon
335	3391					yusf (yuzhbu) bּerkָvytsh		Zylbercweig Lexicon
336	3401					ykhyi bּerkָvytsh		Zylbercweig Lexicon
337	3411					ytskhk-dub bּerkָvytsh		Zylbercweig Lexicon
338	3421					ieyzer bּerkָvytsh		Zylbercweig Lexicon
339	3431					shrh bּerkָvytsh		Zylbercweig Lexicon
340	3441					ydַ bּerkָvskַ		Zylbercweig Lexicon
341	3451					siy (shrh rbkh) bּeshtendyg		Zylbercweig Lexicon
342	3461					khyne (פyshzָn) bּrַgynskַ		Zylbercweig Lexicon
343	3471					bּrָdsky		Zylbercweig Lexicon
344	3481					hrn bּrָdsky		Zylbercweig Lexicon
345	3491					musy bּrdsky		Zylbercweig Lexicon
346	3501					mshh bּrַderzָhn		Zylbercweig Lexicon
347	3511					bּrderzynger un פָikszynger		Zylbercweig Lexicon
348	3521					(mnkhm-mendi bּrָnshteyn)		Zylbercweig Lexicon
349	3531					keyty (gyti bַּkָn) bּrַun		Zylbercweig Lexicon
350	3541					rָz (rkhi yzksָn) bּrun		Zylbercweig Lexicon
351	3551					khnh bּrz		Zylbercweig Lexicon
352	3561					brhm hersh bּrַimַn		Zylbercweig Lexicon
353	3571					kheym bּrָmbּerg		Zylbercweig Lexicon
354	3581					dzhַnet bּrַndt		Zylbercweig Lexicon
355	3591					"iuy (""mָteie"") bּrַndt"		Zylbercweig Lexicon
356	3601					shui bּrַndes		Zylbercweig Lexicon
357	3611					yusf (smָinyk) bּrַndeskָ		Zylbercweig Lexicon
358	3621					sem (yַkubָvytsh) bּrnesky		Zylbercweig Lexicon
359	3631					ssr (stirsky) bּrָnshteyn		Zylbercweig Lexicon
360	3641					dud bּrָnshteyn		Zylbercweig Lexicon
361	3651					myr bּrַf		Zylbercweig Lexicon
362	3661					khsryi bּroyd		Zylbercweig Lexicon
363	3671					m. z. (meyer gruzny) bּroyd		Zylbercweig Lexicon
364	3681					yusf bּroydy		Zylbercweig Lexicon
365	3691					bּroyde		Zylbercweig Lexicon
366	3701					shmkhh bּroyde		Zylbercweig Lexicon
367	3711					ytskhk bּroydes		Zylbercweig Lexicon
368	3721					dud bּroyn		Zylbercweig Lexicon
369	3731					ytshi) (ytskhk		Zylbercweig Lexicon
370	3741					piַtָn bּrunָv		Zylbercweig Lexicon
371	3751					dud bּrydzher		Zylbercweig Lexicon
372	3761					ַnnַ bּryh		Zylbercweig Lexicon
373	3771					pui bּreytmn		Zylbercweig Lexicon
374	3781					(iyp) ytskhk-iype bּryi		Zylbercweig Lexicon
375	3791					iy (gָide zeydiyn) bּryn		Zylbercweig Lexicon
376	3801					rָz (shkiyrzh) bּryn		Zylbercweig Lexicon
377	3811					shium bּryn		Zylbercweig Lexicon
378	3821					kheym bּrysmַn		Zylbercweig Lexicon
379	3831					shrh bּrez		Zylbercweig Lexicon
380	3841					egָn bּrekher		Zylbercweig Lexicon
381	3851					brhm bּren		Zylbercweig Lexicon
382	3861					yusf kheym bּrener		Zylbercweig Lexicon
383	3871					ytskhk bּrkstָvytsky		Zylbercweig Lexicon
384	3881					shmui-nysn gָdyner		Zylbercweig Lexicon
385	3891					viַdysiַv gָdyk		Zylbercweig Lexicon
386	3901					mַrkus (mendeie) gַzָvsky		Zylbercweig Lexicon
387	3911					rָzַ (פznyk) gzei		Zylbercweig Lexicon
388	3921					brhm-bּer gָtiָbּer		Zylbercweig Lexicon
389	3931					iuys syi gָtiybּ		Zylbercweig Lexicon
390	3941					ieָn (ieybush-hrn) gָtiybּ		Zylbercweig Lexicon
391	3951					kiַrַ (gershָvytsh) gָtiybּ		Zylbercweig Lexicon
392	3961					khn gָtesפeid		Zylbercweig Lexicon
393	3971					פryedrykh vyiheim gָter		Zylbercweig Lexicon
394	3981					brhm-ytskhk gָtפryd		Zylbercweig Lexicon
395	3991					eydi (eriykh) gָtפryd		Zylbercweig Lexicon
396	4001					brhm gkhnsky		Zylbercweig Lexicon
397	4011					mrym (mynde) gkhnsky		Zylbercweig Lexicon
398	4021					vyktָr gָiָvtshyner		Zylbercweig Lexicon
399	4031					hermַn (hii gurny) gָid		Zylbercweig Lexicon
400	4041					zyshe gָid		Zylbercweig Lexicon
401	4051					ieybּush gָid		Zylbercweig Lexicon
402	4061					ien (ieybּeie gָidvָg) gָid		Zylbercweig Lexicon
403	4071					nyusyַ (mysy dָidberg) gָid		Zylbercweig Lexicon
404	4081					steiַ (tָitse shtָitsengָid) gָid		Zylbercweig Lexicon
405	4091					tsyie (tsbyh gruפt) gָid		Zylbercweig Lexicon
406	4101					kiַrַ (biַnk) gָid		Zylbercweig Lexicon
407	4111					(mshh gָidenbiַt)		Zylbercweig Lexicon
408	4121					brhm gָidbּerg		Zylbercweig Lexicon
409	4131					ytshe gָidbּerg		Zylbercweig Lexicon
410	4141					eyzyk gָidberg		Zylbercweig Lexicon
411	4151					dynh gָidbּerg		Zylbercweig Lexicon
412	4161					hershi gָidbּerg		Zylbercweig Lexicon
413	4171					yudi gָidbּerg		Zylbercweig Lexicon
414	4181					yekb gָidbּerg		Zylbercweig Lexicon
415	4191					iuy gָidbּerg		Zylbercweig Lexicon
416	4201					iuys (ieybush) gָidbּerg		Zylbercweig Lexicon
417	4211					iyiy gָidbּerg		Zylbercweig Lexicon
418	4221					mָrys gָidbּerg		Zylbercweig Lexicon
419	4231					mykhi gָidbּerg		Zylbercweig Lexicon
420	4241					mshhie gָidbּerg		Zylbercweig Lexicon
421	4251					neytn gָidbּerg		Zylbercweig Lexicon
422	4261					sem gָidbּerg		Zylbercweig Lexicon
423	4271					rָz (פynkenti) gָidbּerg		Zylbercweig Lexicon
424	4281					sydny (sַmuei gָidshteyn) gָidyn		Zylbercweig Lexicon
425	4301					gָidmַn		Zylbercweig Lexicon
426	4311					dud gָidmַn		Zylbercweig Lexicon
427	4321					ytsyki gָidenbּurg		Zylbercweig Lexicon
428	4331					hershi (kַiygrַf) gָidenbּurg		Zylbercweig Lexicon
429	4341					(shium gָidshteyn)		Zylbercweig Lexicon
430	4351					shפrh (hַzenberg) gָidenbּurg		Zylbercweig Lexicon
431	4361					ssr gָidenberg		Zylbercweig Lexicon
432	4371					yekb-mshe gָidenberg		Zylbercweig Lexicon
433	4381					brhm (gָidenפָdym) gָidפַden		Zylbercweig Lexicon
434	4391					vָif gָidפַden		Zylbercweig Lexicon
435	4401					(yiyַ gָidenפָdym)		Zylbercweig Lexicon
