Unnamed: 0,id,title,lang,phoneme,personAltLabel,personDescription,birth,death,age,name_parts
827,http://www.wikidata.org/entity/Q584430,ūīlīām dī lā būlī,ar,awajljaːm diː laː boːlj,,,1396-10-24,1450-05-11,54,"{""name_part_0"": ""ūīlīām"", ""name_part_1"": ""dī"", ""name_part_2"": ""lā"", ""name_part_3"": ""būlī""}"
828,http://www.wikidata.org/entity/Q1347131,lūīs dūq ghūīān,ar,loːjs dawq ɣoːjaːn,,,1397-01-30,1415-12-27,18,"{""name_part_0"": ""lūīs"", ""name_part_1"": ""dūq"", ""name_part_2"": ""ghūīān""}"
829,http://www.wikidata.org/entity/Q37682,sījūngh alʿẓīm mlk jūsūn,ar,seːgawnɣ aːlʕzˤiːm mlk dʒwswn,سيه جونغ,سيجونغ العظيم هو ملك سلالة جوسون الكورية الرابع,1397-04-18,1450-02-26,53,"{""name_part_0"": ""sījūngh"", ""name_part_1"": ""alʿẓīm"", ""name_part_2"": ""mlk"", ""name_part_3"": ""jūsūn""}"
830,http://www.wikidata.org/entity/Q157112,albrt althānī mlk almānīā,ar,a:lbrt aːlθaːnaj mlk ʔlmaːniːaː,,,1397-08-16,1439-11-05,42,"{""name_part_0"": ""albrt"", ""name_part_1"": ""althānī"", ""name_part_2"": ""mlk"", ""name_part_3"": ""almānīā""}"
831,http://www.wikidata.org/entity/Q2669775,bāīsnqr,ar,baːajsnqr,,,1397-09-24,1433-12-29,36,"{""name_part_0"": ""bāīsnqr""}"
832,http://www.wikidata.org/entity/Q20562805,ghḍnfr alshrūānī,ar,ɣdˤnfr aːlʃrwaːnj,,,1398-01-01,1443-01-01,45,"{""name_part_0"": ""ghḍnfr"", ""name_part_1"": ""alshrūānī""}"
833,http://www.wikidata.org/entity/Q4436960,amīnah khātūn,ar,a:miːna xaːtuːn,,,1398-01-01,1449-01-01,51,"{""name_part_0"": ""amīnah"", ""name_part_1"": ""khātūn""}"
834,http://www.wikidata.org/entity/Q1687225,īns jākūbsūn,ar,jns dʒaːkoːbsoːn,,,1400-01-01,1452-01-01,52,"{""name_part_0"": ""īns"", ""name_part_1"": ""jākūbsūn""}"
835,http://www.wikidata.org/entity/Q1763700,qrh ʾiskndr,ar,qrh ʔ|iskndr,,,1400-01-01,1438-01-01,38,"{""name_part_0"": ""qrh"", ""name_part_1"": ""ʾiskndr""}"
836,http://www.wikidata.org/entity/Q21003720,ūīlīām bīrknz,ar,awajljaːm bjrknz,,,1400-01-01,1449-01-01,49,"{""name_part_0"": ""ūīlīām"", ""name_part_1"": ""bīrknz""}"
837,http://www.wikidata.org/entity/Q3400736,ūīlīām tūmās,ar,awajljaːm tawmaːs,,,1400-01-01,1446-01-01,46,"{""name_part_0"": ""ūīlīām"", ""name_part_1"": ""tūmās""}"
838,http://www.wikidata.org/entity/Q3817955,ʾiskndr shāh mīr,ar,ʔ|iskndr ʃaːh majr,,,1400-01-01,1413-01-01,13,"{""name_part_0"": ""ʾiskndr"", ""name_part_1"": ""shāh"", ""name_part_2"": ""mīr""}"
839,http://www.wikidata.org/entity/Q4436946,khdījah hmā khātūn,ar,xdiːdʒa hmaː xaːtuːn,,زوجة / محظية مراد الثاني ووالدة محمد الفاتح,1400-01-01,1449-01-01,49,"{""name_part_0"": ""khdījah"", ""name_part_1"": ""hmā"", ""name_part_2"": ""khātūn""}"
840,http://www.wikidata.org/entity/Q4524209,mʿīn aldīn ābū alqāsm jnīd shīrāzī,ar,mʕeːn aːldjn aːbw aːlqn aːldjn aːbw aːlʔaːsm gnjd ʃjraːzeː gnjd ʃjraːzeː,,كاتب إيراني,1400-01-01,1451-01-01,51,"{""name_part_0"": ""mʿīn"", ""name_part_1"": ""aldīn"", ""name_part_2"": ""ābū"", ""name_part_3"": ""alqāsm"", ""name_part_4"": ""jnīd"", ""name_part_5"": ""shīrāzī""}"
841,http://www.wikidata.org/entity/Q4718156,ʾiskndr shshmān,ar,ʔ|iskndr ʃʃmaːn,إسكندر بن يوان ششمان,ابن يوان ششمان,1400-01-01,1418-01-01,18,"{""name_part_0"": ""ʾiskndr"", ""name_part_1"": ""shshmān""}"
842,http://www.wikidata.org/entity/Q527576,ʾinrīkī dī trāstāmārā,ar,ʔ|inriːkaj diː traːstaːmaːraː,,نبيل إسباني,1400-01-01,1445-01-01,45,"{""name_part_0"": ""ʾinrīkī"", ""name_part_1"": ""dī"", ""name_part_2"": ""trāstāmārā""}"
843,http://www.wikidata.org/entity/Q5958092,bsḥāq aṭʿmh,ar,bsħaːq ʔ|utˤʕmh,BOSḤĀQ AṬʿEMA,شاعر إيراني,1400-01-01,1424-01-01,24,"{""name_part_0"": ""bsḥāq"", ""name_part_1"": ""aṭʿmh""}"
844,http://www.wikidata.org/entity/Q964858,jūāū kndsṭbl albrtghal,ar,dʒwaːoː kndstˤbl aːlbrtɣaːl,إنفانتي جواو من البرتغال,ابن ملك البرتغال جواو الأول,1400-01-21,1442-10-27,42,"{""name_part_0"": ""jūāū"", ""name_part_1"": ""kndsṭbl"", ""name_part_2"": ""albrtghal""}"
845,http://www.wikidata.org/entity/Q125098734,alnāshirī,ar,naːʃiraj,عثمان بن عمر بن أبي بكر الناشري,فقيه يماني شافعي، له مشاركة في الأدب والشعر,1401-01-01,1445-01-01,44,"{""name_part_0"": ""alnāshirī""}"
846,http://www.wikidata.org/entity/Q1638954,anṭūnīū albrtī,ar,a:ntˤoːnjw aːlbrtaj,,رسام إيطالي,1401-01-01,1449-01-01,48,"{""name_part_0"": ""anṭūnīū"", ""name_part_1"": ""albrtī""}"
847,http://www.wikidata.org/entity/Q467007,jāklīn kūntīsah hīnū,ar,gaːkljn koːnteːst hiːnuː,جاكلين، كونتيسة هينوت,,1401-07-24,1436-10-17,35,"{""name_part_0"": ""jāklīn"", ""name_part_1"": ""kūntīsah"", ""name_part_2"": ""hīnū""}"
848,http://www.wikidata.org/entity/Q229192,kāthrīn mn falūā,ar,kaːθreːn mn faːluːaː,,ملكة إنجلترا من عام 1420 إلى عام 1422 بالزواج من الملك هنري الخامس,1401-11-05,1437-01-12,36,"{""name_part_0"": ""kāthrīn"", ""name_part_1"": ""mn"", ""name_part_2"": ""falūā""}"
849,http://www.wikidata.org/entity/Q5811,māzātshū,ar,maːzaːtʃaw,,رسام إيطالي,1401-12-30,1428-01-01,27,"{""name_part_0"": ""māzātshū""}"
850,http://www.wikidata.org/entity/Q3327501,qṭb aldīn mḥmd jūqī,ar,qtˤb aːldjn mħmd ʒuːqj,,,1402-01-01,1445-01-01,43,"{""name_part_0"": ""qṭb"", ""name_part_1"": ""aldīn"", ""name_part_2"": ""mḥmd"", ""name_part_3"": ""jūqī""}"
